,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.4,1.38,1.22,1.01,1.08,1.29,2.43,1.98,3.84,1.85,3.14,2.96,3.05,3.62,2.6,3.49
f_1,1.16,2.43,1.83,1.1,1.23,0.97,2.11,2.25,2.56,2.83,2.64,1.93,2.99,2.94,2.03,3.18
e_1,1.16,1.09,2.55,1.59,1.23,1.15,2.31,2.33,2.64,4.55,3.08,2.79,2.86,3.36,2.12,3.31
c_1,1.28,1.27,1.02,2.61,1.9,1.33,2.4,2.56,1.44,2.16,1.75,2.72,2.27,3.19,2.71,3.0
b_1,1.3,1.24,1.14,1.1,2.81,2.01,2.36,2.49,2.73,2.76,1.55,2.45,2.22,3.09,2.5,3.14
a_1,1.16,1.27,1.14,1.38,1.21,3.28,2.99,2.41,2.46,2.79,2.89,2.98,1.33,3.55,3.63,3.93
h_1,1.48,1.75,1.26,1.24,1.18,1.05,4.0,3.22,2.87,2.82,3.33,2.83,2.83,3.22,3.34,4.42
g_1,1.86,1.22,1.22,1.24,1.12,1.24,2.44,4.45,2.48,2.58,3.42,4.14,3.15,3.71,3.94,2.97
c_0,1.31,1.38,1.57,1.33,1.1,1.2,2.62,2.85,4.05,3.3,4.98,2.97,3.5,3.45,3.31,3.86
d_0,1.16,1.32,1.2,2.33,1.36,1.26,2.46,2.69,1.97,3.97,2.75,2.76,3.1,3.75,2.66,3.1
b_0,1.37,1.56,1.26,1.92,1.06,0.99,2.56,2.5,2.51,3.11,4.3,2.92,4.9,3.77,2.93,3.71
f_0,1.54,0.97,1.21,1.44,1.46,1.32,2.88,2.61,3.37,2.91,3.16,4.53,3.08,3.7,6.14,3.81
a_0,1.34,1.37,1.38,1.75,1.35,1.07,2.62,2.7,2.76,2.84,2.84,2.99,4.79,4.14,3.02,3.66
h_0,1.43,1.78,1.37,1.43,1.21,1.2,1.97,3.31,2.79,2.78,2.85,2.88,3.21,2.93,2.42,3.92
e_0,1.45,1.38,1.11,1.57,1.63,1.28,2.63,2.39,2.94,2.99,3.12,2.49,2.91,4.41,5.19,3.21
g_0,1.92,1.29,1.23,1.29,1.23,1.08,2.43,2.22,3.09,2.73,3.01,3.74,2.91,3.73,3.81,3.03
