,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,9167.42,7382.37,8317.21,9078.15,17351.28,45197.75,8512875.18,19832114.86,17893524.21,29552522.23,26421187.35,50155736.33,158667036.35,224982872.02,285200362.7,406634696.57
e_1,4900.26,9946.11,10221.29,8204.6,17994.08,56181.89,9605488.91,30367188.78,19226124.11,31413792.45,39678566.6,49023153.81,177104779.56,273136748.48,334541749.01,451640710.03
c_1,4626.87,3968.25,20391.35,8461.53,34250.4,68497.48,8820234.88,15991142.81,18828986.72,17933900.43,36283380.78,34505756.88,153430260.92,284972311.11,297892547.61,538712815.09
d_1,4381.47,4740.28,6508.59,22952.75,17773.18,58384.22,9852935.21,14045493.87,22697325.45,57374447.18,47123555.16,66395453.43,160447681.09,383137281.03,323242116.96,496066644.77
b_1,4404.7,4283.04,9323.19,8583.31,53294.41,116376.14,8432234.48,21125250.45,17814932.27,25629774.45,35657750.74,32747370.79,158564845.93,332178776.6,295388822.02,497555502.16
a_1,4594.92,4474.11,9681.29,9456.17,20239.93,208712.25,8392917.31,19946809.23,17095337.64,26553338.97,37483882.79,50669909.86,168949664.19,332991561.11,284642477.02,488079306.56
h_1,5688.08,5033.63,10000.3,10286.15,18532.92,51597.33,17391144.41,17488476.31,26825651.48,30415369.59,39232084.57,55796616.29,127990707.44,299719079.47,322185707.85,620949170.54
d_0,4776.62,4405.93,14618.75,7739.18,23179.47,61833.8,9924624.72,27226262.68,18902813.44,24200054.93,45931863.26,49625398.56,168818864.45,318808587.21,346367146.03,595528571.0
g_1,4566.31,4513.91,7991.52,15653.31,18329.42,50696.17,10340215.72,17568944.76,42911231.19,34707108.86,62121765.23,61313740.42,169860447.66,428317110.54,449089568.43,445024699.64
c_0,4930.0,5530.7,7543.21,11420.06,16558.77,53451.92,10850476.95,19734191.61,24984790.72,50378551.91,46036998.26,102744904.23,186840540.69,421793328.01,466572393.25,581830978.39
f_0,3645.85,3742.44,10229.73,11032.95,23310.29,71663.56,10956272.25,21542607.83,23343698.31,40974073.02,70376726.09,62926307.48,188990187.4,784105344.58,374499151.48,637279172.94
b_0,5079.51,5300.89,9636.72,11167.01,15658.01,48352.83,10313975.7,17907884.82,24891346.82,31591654.6,43267797.56,91949408.98,190143798.86,399369559.7,684978385.1,636286925.11
h_0,6001.05,4788.65,8648.33,10081.63,19641.93,58082.95,8176069.05,20114350.21,25191654.25,29940129.44,42336706.91,59112414.52,155612762.13,396996635.48,381552739.51,651413631.87
e_0,4234.72,3841.32,10173.7,11186.02,24602.75,60627.12,11440776.29,20920282.67,21361496.34,31464175.44,47118227.46,61557579.92,210472317.3,753164820.85,454809566.04,674736804.58
a_0,5595.6,4908.69,10267.19,9636.2,20390.03,45939.17,9637947.33,19073246.97,19475506.23,31291893.21,41611744.43,52985139.7,192005474.28,382163705.93,734353612.86,594512848.56
g_0,3628.76,4588.77,9413.15,14186.36,22534.59,60827.44,9440808.51,17069251.41,18323442.02,39105475.19,63859027.56,63438462.8,177521559.69,518526217.77,350693976.75,469421223.81
