,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.07,5.62,8.82,8.16,8.08,8.4,3.25,2.66,2.46,2.57,2.85,2.79,1.9,2.0,2.61,
f_1,10.72,1.07,8.93,8.17,8.14,7.38,2.57,2.65,2.66,3.22,2.58,,1.41,2.18,1.95,
d_1,12.44,9.7,1.07,10.59,8.1,8.33,4.18,,2.88,2.34,2.58,2.37,2.33,2.05,1.59,1.98
c_1,10.2,10.68,10.75,1.07,12.84,9.6,4.42,2.14,,3.24,3.49,2.44,2.05,3.62,1.99,1.91
b_1,10.94,10.69,12.98,6.9,1.07,10.81,4.09,3.96,4.29,,,2.48,2.63,2.49,2.26,3.24
a_1,15.54,13.54,14.44,16.27,11.4,1.07,4.25,5.16,4.81,6.16,5.05,,3.15,,3.0,
h_1,12.34,14.68,13.72,10.78,11.9,12.15,1.41,4.01,3.2,5.5,3.51,3.73,,2.81,4.14,3.55
d_0,10.16,15.27,,12.37,10.54,10.74,5.14,1.76,4.71,5.53,4.39,3.73,3.46,2.74,3.05,4.89
c_0,19.04,14.3,9.31,,11.25,10.7,6.21,4.28,1.72,4.53,5.47,4.03,3.01,4.74,2.78,
g_1,18.36,22.35,16.64,19.96,,12.75,5.41,5.32,6.19,1.41,5.13,5.17,2.87,,,
b_0,14.48,15.41,18.52,20.18,,13.61,6.15,4.84,2.89,5.79,1.71,5.45,3.08,5.8,3.24,4.36
f_0,23.91,,17.3,20.52,24.4,,5.78,4.46,4.91,3.77,4.32,1.78,4.69,4.27,2.27,5.5
h_0,16.33,20.24,14.14,19.36,16.71,14.31,,4.03,6.11,7.57,4.27,4.81,,3.99,3.47,3.8
a_0,23.68,23.18,25.52,18.59,25.62,,11.82,9.2,7.08,,3.87,6.4,6.93,1.71,4.49,
g_0,19.55,24.04,19.35,19.56,22.12,18.43,5.47,6.87,5.44,,5.26,7.0,3.42,5.52,,4.01
e_0,,,29.2,23.0,18.87,,9.53,6.47,,,7.76,3.34,5.49,,5.23,1.72
