,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.67,2.46,1.83,2.01,2.08,1.82,0.68,0.72,0.85,0.67,0.8,1.27,0.44,0.77,0.76,0.7
e_1,1.3,0.66,2.14,2.46,2.2,1.83,1.15,0.74,1.21,0.76,0.68,0.76,0.58,0.72,0.71,1.66
d_1,2.27,2.41,0.65,2.09,1.96,1.86,0.93,2.17,0.59,0.83,0.79,0.67,0.65,0.7,0.45,0.63
c_1,2.21,1.71,2.71,0.65,2.19,1.97,0.88,0.51,1.18,1.28,0.76,0.85,0.65,0.77,0.5,0.85
b_1,2.47,2.42,2.26,1.45,0.62,2.92,1.18,1.01,1.13,1.02,1.53,0.72,0.6,0.68,0.7,0.77
a_1,3.02,3.14,2.4,2.49,1.59,0.57,1.36,1.19,1.17,1.1,1.1,1.01,1.05,1.65,0.66,0.95
h_1,3.12,2.2,2.7,2.94,2.47,1.96,0.6,0.87,1.16,0.93,0.86,0.7,1.66,0.95,0.95,0.68
d_0,3.11,1.79,4.93,3.87,2.92,2.46,1.33,0.66,1.43,1.1,0.86,0.94,1.13,0.88,0.97,1.07
g_1,3.22,2.75,3.52,2.54,2.55,2.64,1.19,1.2,0.56,1.12,1.09,1.24,0.7,0.83,1.2,0.9
c_0,4.38,2.82,1.79,6.69,2.95,2.68,1.37,1.14,1.28,0.65,1.07,0.94,0.91,1.09,0.89,1.11
b_0,3.21,3.22,2.69,3.71,6.35,2.22,1.6,1.55,1.11,0.66,0.64,1.02,0.84,1.17,0.84,0.73
f_0,4.98,3.05,3.17,2.65,3.3,2.91,1.88,1.22,0.93,1.05,1.02,0.65,0.95,1.0,0.7,1.2
h_0,4.4,3.52,2.85,2.84,3.64,2.74,2.02,1.2,1.71,1.26,1.23,1.23,1.81,1.12,1.04,1.12
a_0,3.48,3.25,4.42,3.31,4.16,5.75,1.57,1.39,1.63,1.01,0.71,1.0,1.09,0.6,1.01,1.24
g_0,3.39,3.3,3.93,4.01,3.41,4.05,1.26,1.15,2.74,1.33,1.26,1.32,0.83,1.18,1.54,1.48
e_0,3.26,5.15,3.68,3.25,3.48,3.48,1.74,1.31,1.79,1.24,1.22,0.82,1.26,1.36,1.05,0.57
