,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,98.58,27.23,59.9,57.42,69.63,177.49,6641.76,18609.12,10967.66,12972.27,21348.57,25048.31,48720.81,55244.16,45424.0,157880.92
f_1,53.15,99.74,53.14,46.12,65.32,139.93,5081.07,10638.3,9696.02,12007.31,20284.79,9473.25,51143.8,57596.88,72458.8,162907.42
c_1,21.76,25.86,151.12,46.0,95.69,181.46,5451.99,8853.22,9394.02,4839.56,14698.69,18630.02,37000.09,46372.14,76476.25,123752.6
d_1,23.28,33.32,36.98,158.91,59.12,141.66,5524.29,4765.51,8117.43,16274.81,16946.26,17034.64,46375.69,56296.25,72000.84,83745.02
b_1,23.76,24.11,41.59,47.61,198.58,226.82,4079.6,6763.21,6035.57,8804.17,6244.87,15800.37,47573.41,37004.4,54916.67,101285.61
a_1,18.76,18.72,30.12,38.38,33.47,424.83,3538.64,5587.07,7055.09,6775.4,10062.61,11381.16,26852.68,12732.91,44765.35,77479.85
h_1,7.89,13.91,14.04,15.42,19.86,46.19,3510.33,2821.48,2972.14,3081.7,5406.53,5976.67,9635.39,20787.39,22872.07,40481.54
d_0,5.37,8.6,22.08,7.08,21.68,42.91,1541.19,4304.64,2236.12,2724.54,5385.23,5867.68,13676.42,15212.18,24064.92,35485.06
g_1,6.67,8.02,10.72,19.03,20.53,36.41,1308.46,2768.72,5247.65,3191.92,5974.64,5725.21,11298.22,14790.54,21369.06,24299.0
c_0,7.56,8.98,7.24,13.13,12.35,40.1,1837.15,2493.61,2466.22,5123.35,8971.38,5692.55,12250.65,18647.39,24641.06,37464.36
b_0,6.78,6.95,10.54,12.53,7.5,36.33,1630.86,1809.64,1637.54,2079.53,7164.76,4753.36,8906.76,24906.99,17111.57,36903.39
f_0,5.14,4.58,11.31,11.93,16.66,37.8,1237.32,2213.13,1960.87,2461.72,5075.93,7700.92,9561.8,12315.16,34829.54,21079.0
h_0,4.74,6.62,9.2,8.16,10.06,29.85,565.5,1408.65,1755.52,1650.65,3631.08,3670.25,4781.79,9843.84,16788.02,24865.59
a_0,4.83,4.55,9.75,8.48,8.7,,702.75,1672.31,1260.82,1708.29,2376.41,3307.1,7836.62,17599.7,12855.54,20665.65
e_0,1.74,4.6,7.04,7.22,11.96,23.07,841.05,1366.84,1389.0,1465.04,3302.02,2368.95,6463.22,8425.19,23082.16,18586.16
g_0,3.82,2.54,5.22,10.28,9.3,18.16,718.12,979.31,754.4,1356.69,1893.25,4212.62,6607.77,6973.24,10765.07,10196.2
