,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.43,1.13,1.51,1.07,1.26,1.23,2.59,4.18,2.36,2.11,2.62,3.17,2.95,3.47,2.09,3.59
f_1,1.89,2.46,1.08,1.1,1.09,1.33,1.96,2.57,2.53,2.13,2.72,1.7,2.53,2.69,2.3,3.36
c_1,0.99,1.28,2.55,1.41,1.76,1.09,2.21,1.99,1.67,2.24,2.17,2.64,2.29,3.31,2.72,3.1
d_1,1.24,1.37,0.96,2.57,1.23,1.15,2.55,1.78,4.02,2.47,3.31,2.74,3.05,3.56,3.08,2.79
b_1,1.19,1.25,1.29,1.25,2.63,1.81,2.41,2.48,2.63,2.13,1.61,2.41,2.21,3.33,2.71,3.38
a_1,1.24,1.2,1.36,1.33,1.07,3.32,2.69,2.87,2.53,2.51,2.8,2.62,2.7,3.47,3.26,4.27
h_1,1.21,1.84,1.24,1.42,1.32,1.19,4.15,2.75,2.85,3.39,3.15,2.95,3.13,2.98,3.17,4.17
d_0,1.12,1.43,2.33,1.19,1.46,1.14,2.39,4.02,2.57,2.83,2.45,2.75,3.05,3.72,2.75,3.41
c_0,1.39,1.51,1.14,1.32,1.13,1.34,2.77,2.95,4.12,3.06,5.05,3.51,3.57,3.77,2.62,3.53
g_1,1.32,1.19,1.44,1.85,1.34,1.2,2.14,2.15,2.84,4.75,2.82,4.29,3.24,3.34,3.6,2.44
b_0,1.25,1.4,1.46,1.36,1.13,1.49,2.72,3.1,2.94,2.91,4.52,3.2,5.37,3.35,3.22,3.89
f_0,1.07,1.25,1.48,1.4,1.46,1.4,2.89,3.12,2.96,2.44,3.48,4.69,3.48,4.64,5.25,3.06
a_0,1.31,1.45,1.57,1.41,1.3,1.1,2.76,3.17,3.26,2.36,2.65,2.79,4.85,3.68,3.39,3.26
h_0,1.3,1.77,1.32,1.45,1.29,1.24,1.8,2.79,3.16,3.45,3.14,2.65,2.81,3.37,3.13,4.52
e_0,1.08,1.59,1.25,1.5,1.44,1.15,2.87,2.99,3.56,2.99,3.34,2.56,3.3,4.18,5.14,4.04
g_0,1.19,1.31,1.29,2.13,1.3,1.26,2.39,2.46,3.33,2.34,2.67,4.31,3.05,3.38,3.05,3.18
