,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,0.87,1.08,0.99,0.76,0.53,0.48,0.55,0.36,0.43,0.4,0.35,0.32,0.31,0.36
f_1,1.2,1.0,0.9,0.99,0.88,0.65,0.43,0.46,0.43,0.4,0.37,0.39,0.3,0.31,0.26,0.28
d_1,1.15,1.13,1.0,0.85,0.92,0.75,0.51,0.4,0.45,0.54,0.39,0.44,0.36,0.36,0.3,0.26
c_1,0.92,0.99,1.14,1.0,1.3,0.82,0.5,0.45,0.35,0.39,0.38,0.32,0.38,0.33,0.34,0.33
b_1,1.0,1.17,1.05,0.81,1.0,1.12,0.54,0.47,0.43,0.47,0.42,0.4,0.37,0.3,0.38,0.33
a_1,1.36,1.52,1.35,1.2,0.9,1.0,0.68,0.71,0.55,0.56,0.51,0.64,0.53,0.49,0.48,0.36
h_1,1.9,2.26,1.98,2.03,1.75,1.45,1.0,0.92,0.91,0.72,0.72,0.78,0.72,0.64,0.62,0.78
g_1,2.14,2.22,2.42,2.23,2.06,1.46,1.06,1.0,0.9,0.93,1.01,0.77,0.63,0.66,0.72,0.71
d_0,1.83,2.26,2.37,2.91,2.3,1.86,1.16,1.1,1.0,0.79,0.93,0.85,0.82,0.72,0.73,0.83
c_0,2.77,2.52,1.9,2.52,2.23,1.7,1.4,1.17,1.23,1.0,1.07,1.29,0.89,0.93,0.72,0.78
f_0,2.28,2.63,2.39,2.7,2.47,1.88,1.36,1.01,1.07,0.94,1.0,0.95,0.95,0.8,1.18,0.73
b_0,2.46,2.61,2.22,3.11,2.36,1.58,1.31,1.39,1.17,0.78,1.09,1.0,0.93,1.2,0.78,0.8
h_0,2.83,3.22,2.85,2.69,2.57,1.94,1.37,1.59,1.25,1.11,1.06,1.06,1.0,1.02,0.83,1.02
a_0,3.15,3.24,2.81,3.0,3.34,2.32,1.6,1.5,1.3,1.12,1.26,0.87,0.95,1.0,0.98,1.08
e_0,3.35,3.67,3.22,3.13,2.69,2.15,1.6,1.3,1.5,1.36,0.94,1.31,1.25,0.97,1.0,0.87
g_0,2.7,3.39,3.8,3.14,2.97,2.64,1.24,1.4,1.21,1.29,1.38,1.2,1.01,0.92,1.15,1.0
