,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.45,2.4,1.58,1.64,1.64,1.47,2.84,2.82,3.14,3.87,3.19,3.06,4.39,4.04,4.28,2.66
e_1,1.51,2.51,1.56,2.08,1.68,1.73,3.29,3.12,3.36,5.52,3.89,4.1,4.54,3.93,4.67,3.7
d_1,1.82,1.69,2.52,1.37,1.61,1.82,3.16,3.29,5.32,3.33,4.24,3.67,4.72,3.59,4.41,3.7
c_1,1.61,1.41,1.77,2.67,2.47,1.65,3.16,3.0,2.83,2.94,2.68,3.71,4.17,3.05,4.51,3.8
b_1,1.65,1.61,1.73,1.49,2.75,2.67,3.58,3.34,3.74,3.67,3.1,3.54,5.06,3.32,4.45,3.88
a_1,1.95,1.65,1.71,1.79,1.48,3.28,3.57,3.44,3.28,3.79,4.2,3.66,4.56,3.42,4.65,4.4
h_1,1.99,1.55,1.95,1.71,1.45,1.6,4.38,3.97,3.53,3.48,4.16,3.73,4.14,4.12,5.66,4.2
g_1,1.69,1.64,2.2,1.65,1.67,1.67,2.97,4.67,3.93,3.02,3.92,4.78,4.25,3.88,4.22,3.8
c_0,1.85,1.73,1.66,1.72,1.57,1.88,3.47,3.51,4.57,4.06,5.9,4.27,5.13,4.83,5.57,4.17
d_0,1.68,1.52,1.55,2.71,1.9,1.63,3.15,3.63,2.63,4.43,3.77,3.58,4.3,3.56,4.74,4.36
b_0,1.86,1.64,1.73,1.93,1.72,1.52,3.59,3.72,3.41,3.66,4.87,4.3,5.14,6.68,5.21,4.36
f_0,1.72,1.5,1.82,1.84,1.72,1.92,3.81,3.37,3.86,3.69,3.87,4.94,4.78,4.2,4.72,6.53
h_0,2.04,1.79,1.73,1.67,1.6,1.72,3.05,4.04,3.46,3.64,3.6,3.91,4.13,4.26,5.7,3.22
a_0,1.81,1.56,1.94,1.85,1.81,1.47,3.67,3.93,3.69,3.8,3.56,3.66,5.01,5.59,5.12,4.05
g_0,1.69,1.53,2.25,1.68,1.65,1.79,3.38,3.33,3.66,3.35,3.93,4.88,4.31,4.04,4.3,4.71
e_0,1.96,1.39,1.85,1.79,1.7,1.74,3.6,3.71,3.83,3.07,3.88,3.79,5.34,4.28,4.72,5.73
