,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.05,1.11,1.7,1.46,1.53,1.17,0.6,0.59,0.44,0.54,0.46,0.52,0.4,0.35,0.42,0.34
f_1,1.65,1.04,1.52,1.4,1.45,1.27,0.45,0.5,0.44,0.57,0.45,0.45,0.37,0.28,0.33,0.34
c_1,1.35,1.66,1.05,1.96,1.62,1.25,0.62,0.34,0.55,0.57,0.48,0.46,0.39,0.37,0.43,0.36
d_1,1.78,1.91,1.48,1.04,1.54,1.23,0.61,0.6,0.53,0.44,0.47,0.47,0.42,0.36,0.36,0.25
b_1,1.69,1.86,1.23,1.8,1.05,1.73,0.67,0.5,0.63,0.57,0.52,0.47,0.46,0.42,0.44,0.4
a_1,2.6,2.62,2.47,2.58,1.59,1.06,0.96,0.88,0.73,0.93,0.7,0.7,0.82,0.56,0.71,0.6
h_1,4.47,5.05,4.73,4.25,4.04,3.4,1.24,1.49,1.18,1.58,1.26,1.2,1.09,1.19,0.95,0.94
d_0,3.54,4.56,6.38,5.8,5.03,3.85,1.9,1.32,1.39,2.12,1.41,1.36,1.23,1.19,1.25,1.14
c_0,5.99,5.88,6.59,3.66,5.31,4.72,2.16,2.1,1.32,1.9,1.64,1.62,1.33,1.19,1.2,0.97
g_1,5.59,6.29,5.35,5.74,5.01,4.4,1.77,1.58,1.57,1.27,1.49,1.57,1.36,0.97,1.35,1.22
b_0,6.72,6.27,6.82,4.89,6.47,5.83,2.23,2.24,1.2,2.08,1.34,1.59,1.72,1.22,1.48,1.29
f_0,5.57,7.32,6.51,6.43,6.36,5.16,2.5,2.02,1.6,1.69,1.85,1.36,1.72,1.45,1.79,0.97
a_0,7.35,7.25,8.75,6.93,8.27,6.33,2.8,2.46,1.99,2.7,1.39,2.04,1.42,1.74,1.61,1.63
h_0,7.37,8.39,7.25,7.03,7.18,6.44,3.39,2.28,2.2,2.81,2.15,1.93,1.82,1.82,1.84,1.78
e_0,9.75,10.46,8.4,7.7,7.71,6.06,3.15,2.7,2.47,2.52,2.35,1.46,2.15,1.78,1.53,1.66
g_0,8.95,8.74,8.81,9.21,8.19,6.18,2.93,2.78,2.63,3.37,2.34,2.59,2.19,1.54,1.77,1.87
