,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,105.22,52.95,61.29,76.23,115.7,277.62,7617.53,11808.37,24303.3,13797.67,28987.1,30091.49,78141.1,85967.46,84878.68,116532.39
e_1,39.84,110.64,49.44,101.86,135.96,341.7,6836.49,12753.73,14341.79,33633.04,23427.46,32905.53,88186.06,87004.12,47772.45,122255.09
f_1,43.58,75.91,115.26,88.39,117.98,253.35,4994.66,12739.05,13726.22,17633.6,23248.46,18206.8,74333.72,58753.59,58822.97,83911.47
c_1,44.54,39.06,43.0,170.67,166.59,264.73,5760.29,9139.94,6008.42,14161.0,14333.98,23322.19,62306.29,45985.05,46955.7,101680.19
b_1,38.87,33.16,40.9,51.93,230.04,446.53,5266.58,9139.4,10276.93,13134.12,12471.27,19783.74,45800.34,39586.17,71933.3,90465.39
a_1,30.16,28.2,33.57,46.44,44.25,512.54,3502.01,7821.49,7522.63,12986.83,13238.27,16935.23,60311.15,32105.44,48497.48,67675.54
h_1,12.05,11.84,19.32,23.98,33.51,91.31,2965.28,4435.06,3852.13,5509.51,6213.61,7110.76,16697.75,16513.96,22195.86,40408.87
g_1,15.11,9.13,7.68,22.05,26.31,65.34,1220.51,5073.21,3141.56,3333.83,4793.87,7866.35,15806.3,16594.2,21070.75,19405.77
c_0,10.14,11.93,11.66,15.4,25.47,71.7,1329.19,2942.98,4526.27,5103.27,8150.34,6276.72,19633.66,18216.98,18406.96,25235.72
d_0,5.41,8.77,10.99,29.54,23.01,57.93,1299.79,3027.65,2309.35,5759.52,3935.36,5625.63,15630.02,13684.64,17275.9,24008.43
b_0,9.62,9.97,10.91,15.44,14.09,51.23,1314.16,2484.79,2512.61,4028.7,6634.52,4881.63,18143.45,25745.32,13901.05,24837.8
f_0,9.39,6.93,7.01,15.43,22.34,68.89,1342.94,2489.54,2852.56,3631.93,4292.02,7639.89,17294.92,12433.94,26201.74,17588.1
h_0,7.36,6.31,9.55,12.41,18.28,32.31,614.41,2072.03,1970.91,2575.98,2354.04,2976.44,7107.7,10314.62,7705.78,18301.67
a_0,6.42,6.49,7.42,12.79,15.79,25.03,1028.7,1751.27,2031.15,2875.16,2597.47,3863.95,11797.21,15618.68,9773.31,14133.85
e_0,6.44,4.86,7.69,13.68,14.34,40.03,978.53,1529.44,1820.63,2421.84,3084.17,2913.07,12972.15,9797.52,17306.81,14860.1
g_0,8.19,4.98,6.86,9.84,12.96,33.52,701.17,1257.61,1799.73,2109.72,2429.69,4682.45,8512.64,9685.06,9222.7,11565.14
