,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.84,1.13,0.82,0.84,0.69,1.0,1.58,0.96,0.95,1.11,1.13,1.12,1.01,0.73,1.03
f_1,1.39,1.54,0.9,0.87,0.73,0.58,0.85,1.12,0.94,1.05,1.05,0.73,0.94,0.86,0.64,1.0
c_1,0.77,0.95,1.55,0.91,1.39,0.7,0.93,0.89,0.89,0.6,0.71,0.94,1.1,0.84,0.87,1.07
d_1,0.97,0.99,0.74,1.57,0.82,0.73,1.06,0.92,0.96,1.62,1.21,1.06,1.11,1.04,0.96,0.96
b_1,0.84,1.01,0.79,0.9,1.62,1.43,1.09,0.97,0.97,1.15,0.8,0.96,1.36,0.77,1.02,1.13
a_1,1.0,1.23,1.09,0.96,0.71,1.76,1.26,1.12,0.92,1.05,1.33,1.08,1.33,0.83,1.15,1.14
h_1,1.07,1.52,1.23,1.17,1.03,0.79,1.84,1.15,1.33,1.05,1.23,1.08,1.31,1.12,1.22,1.65
d_0,1.01,1.14,1.84,0.8,1.22,0.97,1.46,1.75,1.21,0.99,1.2,1.25,1.46,1.0,1.23,1.31
g_1,1.19,1.03,1.1,1.72,0.98,0.78,1.31,1.12,1.91,1.36,1.37,1.62,1.19,1.14,1.27,1.23
c_0,1.4,1.24,1.18,1.1,0.81,0.9,1.48,1.54,1.33,1.75,2.03,1.26,1.49,1.37,1.2,1.44
b_0,1.17,1.18,1.48,1.26,1.0,0.71,1.34,1.43,1.24,1.22,1.79,1.24,1.49,2.1,1.38,1.49
f_0,1.07,1.19,1.34,1.2,1.16,1.01,1.62,1.42,1.26,1.54,1.49,1.83,1.52,1.35,2.1,1.32
h_0,1.2,1.63,1.24,1.39,0.92,0.85,1.26,1.28,1.62,1.47,1.39,1.39,1.37,1.25,1.26,1.74
a_0,1.33,1.26,1.31,1.28,1.27,0.7,1.43,1.61,1.31,1.44,1.13,1.36,1.47,1.81,1.35,1.49
e_0,1.12,1.6,1.44,1.22,1.12,0.98,1.61,1.34,1.33,1.42,1.33,1.23,1.81,1.18,1.87,1.55
g_0,1.14,1.34,1.16,1.74,1.11,1.0,1.21,1.26,1.19,1.49,1.44,1.85,1.73,1.29,1.43,1.38
