,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.9,0.24,0.19,0.24,0.17,0.13,0.19,0.14,0.38,0.17,0.17,0.17,0.21,0.13,0.06,0.14
f_1,0.4,0.9,0.2,0.19,0.17,0.09,0.15,0.14,0.17,0.17,0.18,0.07,0.18,0.12,0.09,0.15
d_1,0.22,0.28,0.9,0.14,0.16,0.13,0.23,0.18,0.11,0.34,0.19,0.15,0.2,0.12,0.11,0.15
c_1,0.21,0.21,0.2,0.89,0.36,0.12,0.16,0.14,0.19,0.08,0.11,0.14,0.18,0.1,0.12,0.14
b_1,0.21,0.23,0.2,0.21,0.89,0.24,0.19,0.17,0.18,0.18,0.06,0.14,0.19,0.09,0.11,0.13
a_1,0.2,0.24,0.23,0.2,0.17,0.87,0.21,0.18,0.19,0.21,0.18,0.21,0.19,0.06,0.12,0.14
h_1,0.25,0.4,0.27,0.26,0.19,0.14,0.57,0.26,0.2,0.23,0.2,0.17,0.15,0.12,0.14,0.25
g_1,0.25,0.23,0.43,0.24,0.2,0.17,0.18,0.58,0.17,0.24,0.23,0.29,0.2,0.12,0.13,0.11
d_0,0.26,0.29,0.17,0.47,0.23,0.14,0.22,0.15,0.46,0.18,0.2,0.2,0.24,0.13,0.15,0.17
c_0,0.32,0.3,0.28,0.2,0.14,0.14,0.29,0.22,0.26,0.45,0.45,0.24,0.23,0.17,0.14,0.19
b_0,0.29,0.34,0.26,0.28,0.13,0.1,0.23,0.21,0.26,0.22,0.46,0.21,0.28,0.33,0.14,0.2
f_0,0.25,0.15,0.29,0.31,0.23,0.15,0.26,0.22,0.24,0.23,0.26,0.44,0.25,0.12,0.3,0.2
h_0,0.28,0.43,0.27,0.23,0.2,0.18,0.15,0.26,0.22,0.22,0.18,0.2,0.17,0.13,0.12,0.23
a_0,0.28,0.31,0.3,0.34,0.19,0.07,0.27,0.19,0.24,0.26,0.19,0.14,0.26,0.41,0.12,0.18
e_0,0.15,0.26,0.35,0.28,0.28,0.14,0.32,0.29,0.22,0.24,0.2,0.21,0.26,0.16,0.4,0.22
g_0,0.27,0.28,0.47,0.18,0.24,0.14,0.23,0.15,0.19,0.23,0.19,0.27,0.23,0.14,0.14,0.13
