,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.1,0.08,0.1,0.08,0.08,0.06,0.05,0.13,0.07,0.06,0.05,0.06,0.04,,0.04
f_1,0.15,0.93,0.09,0.08,0.1,0.07,0.07,0.06,0.07,0.07,0.07,,0.05,0.04,0.03,0.07
d_1,0.14,0.11,0.93,0.08,0.08,0.06,0.07,0.05,,0.11,0.06,0.07,0.06,0.04,0.06,0.05
c_1,0.14,0.12,0.12,0.93,0.13,0.05,0.08,0.05,0.05,,0.05,0.07,0.05,0.06,0.05,0.04
b_1,0.12,0.12,0.11,0.11,0.93,0.11,0.08,0.08,0.06,0.07,,0.06,0.06,0.04,0.05,0.05
a_1,0.1,0.09,0.16,0.13,0.09,0.93,0.08,0.07,0.07,,,0.09,0.08,,0.05,0.08
h_1,0.3,0.39,0.28,0.27,0.26,0.2,0.71,0.17,0.18,0.18,0.14,0.18,,0.12,0.12,0.16
g_1,0.33,0.29,0.47,0.33,0.16,0.21,0.24,0.71,0.16,0.16,0.14,0.22,0.15,0.13,,
d_0,0.23,0.36,,0.56,0.36,0.21,0.32,0.25,0.58,0.2,0.2,0.16,0.2,0.14,0.12,0.18
c_0,0.37,0.44,0.31,,0.24,,0.29,0.23,0.24,0.56,0.31,0.21,0.24,0.15,0.16,0.14
b_0,0.37,0.36,0.35,0.33,,,0.31,0.25,0.23,0.18,0.58,0.15,0.24,0.34,,0.18
f_0,0.38,,0.33,0.31,0.37,0.21,0.21,0.21,0.22,0.24,0.29,0.59,0.27,,0.22,0.17
h_0,0.51,0.74,0.34,0.47,0.43,0.22,,0.35,0.35,0.25,0.27,0.23,,0.2,0.16,0.34
a_0,0.5,0.42,0.49,0.32,0.35,,0.27,0.28,0.21,0.29,0.14,,0.22,0.59,,0.16
e_0,,0.52,0.38,0.36,0.38,0.33,0.28,,0.26,0.29,,0.17,0.34,,0.57,0.16
g_0,0.67,0.4,0.61,0.48,0.49,0.28,0.3,,0.32,0.31,0.27,0.38,0.26,0.29,0.22,
