,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,8621.75,2780.8,2676.18,5003.47,7232.99,34859.66,2501196.72,22208645.31,8647787.8,12697507.36,29423929.19,41492786.91,62659854.73,121378028.73,48221920.16,269831115.79
f_1,3504.73,11321.86,3432.44,3638.29,6038.76,25926.75,2381281.02,8988290.06,7972294.48,14689910.58,23590988.54,12833443.3,69486044.2,125659286.58,89591749.57,209035405.15
d_1,2076.33,2473.44,16567.67,3160.04,6493.22,31328.55,3080269.71,4581695.36,9264423.74,27762535.04,28206413.51,40191802.91,75068853.61,135171521.5,172428441.01,281871075.85
c_1,1822.15,2434.29,3168.65,20540.18,13101.94,39779.41,2675829.82,10642851.96,7027075.14,4386736.77,18836582.45,35735327.99,62858774.9,129922237.79,121498477.9,297525294.11
b_1,1559.11,2564.17,4005.54,4162.7,42080.37,66802.46,2509482.69,11222847.97,8905114.37,11455759.17,6171141.13,38763964.44,53299166.15,117544299.54,154853254.32,195942217.21
a_1,2160.0,2706.83,2698.03,5077.95,7270.72,301541.65,3045751.81,8731639.94,8683603.68,13756145.7,28609357.95,40195125.52,24568818.64,109927430.79,120061926.66,200087551.09
h_1,2565.75,4402.68,4286.45,4447.24,8257.38,37010.98,9178776.11,11834286.87,11543102.6,14066039.44,27171060.7,41860237.72,91304359.75,79998602.59,145547033.5,404049490.24
d_0,2282.14,3008.77,1987.34,9808.16,8574.5,42384.76,3073489.06,28607487.46,11788535.41,12805248.2,35108618.85,46811559.09,80381445.54,162228582.94,125947294.94,276637565.1
g_1,2049.78,2194.93,6692.32,5008.61,7645.23,34012.14,3605057.77,11956462.71,38219468.15,20579061.24,29880790.01,75128951.45,94394661.15,160243354.72,174925142.42,215824589.25
c_0,2383.94,3453.43,4988.26,3057.78,5584.99,33085.57,3987681.45,14371722.18,12588881.82,37891804.12,61934035.41,52378573.82,99604756.09,161223399.4,166122091.42,364379176.66
b_0,2269.22,3797.93,3942.08,5253.74,4158.86,35183.27,4100005.03,14016593.96,13343967.16,16458645.17,70329537.99,51137706.7,178719830.09,158495078.09,168446433.44,341436784.05
f_0,1677.45,1543.26,5435.37,6303.0,8339.89,46105.39,3882526.99,14986941.92,12259696.44,19540224.62,35608891.0,116390371.03,111552554.51,174086066.56,370962628.06,407401358.71
a_0,2875.48,2847.77,4227.19,5925.37,8729.53,22420.11,4195541.37,13321058.99,10722830.76,15537881.81,26679276.79,46815845.86,259646773.03,163038296.95,160955426.18,260145710.26
h_0,2547.66,4524.22,4569.38,4861.72,8184.44,35674.73,1831806.47,13277683.92,15211834.46,17412168.7,27956118.76,47592032.49,85324729.13,89488214.81,146382920.75,479567052.4
e_0,1018.07,3403.93,5303.33,5317.09,9477.56,59000.05,3650604.71,12473444.75,12666528.45,22010810.22,38695975.85,49647395.11,91555886.91,175721192.15,462879662.14,336774693.58
g_0,2232.98,2501.5,6766.74,4847.57,10249.46,31308.38,3564121.08,11025137.03,6012560.09,14103535.55,32482624.01,75523456.8,83029040.13,153679603.17,171754293.92,181639166.61
