,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,101.2,56.74,41.32,48.96,71.11,210.1,5168.08,7544.16,10314.25,10890.33,20915.14,15221.57,48383.66,56816.19,56190.06,104332.57
e_1,29.34,107.28,54.87,38.1,70.81,219.44,5786.85,13432.62,13477.98,16047.23,20486.61,27146.72,49920.72,50087.96,36440.68,108452.48
c_1,27.54,27.15,132.45,46.02,100.57,264.21,5629.18,6511.8,10065.12,3866.15,14439.82,24426.18,45042.37,61661.27,59605.6,90929.68
d_1,29.88,29.43,32.38,143.38,55.01,169.44,5730.56,4462.91,9898.58,22831.19,23205.54,22959.46,45211.78,57498.13,61209.12,82465.15
b_1,23.8,25.26,31.82,36.89,187.81,348.36,5864.19,6595.96,8952.25,11294.58,7510.4,27639.29,37733.21,41868.99,57610.61,62989.1
a_1,18.77,19.21,22.51,28.15,25.94,539.57,2961.25,4680.47,7974.03,6889.24,10835.93,15869.04,30164.94,16032.26,25000.48,49785.45
h_1,13.42,9.88,13.04,15.55,14.41,57.93,3488.43,2110.31,4596.64,3615.38,5441.24,7051.62,8193.92,17250.65,19353.11,36015.64
d_0,10.04,7.75,20.6,6.55,18.09,62.45,1745.91,3643.19,2899.39,3350.27,6613.88,5636.97,11674.81,17276.23,13820.09,31282.16
g_1,7.15,6.69,10.09,17.12,14.02,41.73,1043.27,2028.85,6288.19,3120.44,4494.89,9173.87,7772.25,10883.01,15769.92,18600.68
c_0,9.87,6.08,9.17,9.75,13.17,52.15,1476.77,2546.96,3149.12,5841.64,8578.9,6704.58,14521.59,16670.13,13773.4,23943.06
b_0,7.24,7.23,9.93,9.75,5.92,33.28,1283.91,1774.33,2563.48,3449.73,8080.81,5989.34,12389.89,22998.68,12512.05,23702.39
f_0,3.46,6.03,10.03,10.84,11.22,45.23,1018.67,1671.14,2148.09,2462.45,3335.79,9687.9,9949.93,13071.79,21971.98,21407.58
h_0,6.4,5.24,6.81,9.25,10.97,35.02,586.75,1235.82,2631.47,2233.13,3019.68,4445.89,4889.26,9184.58,10884.27,21157.71
a_0,5.29,5.78,6.74,8.52,7.93,,959.85,1076.12,2241.96,1847.55,2220.48,3832.43,7020.28,17808.15,11730.19,14247.91
e_0,4.86,2.07,6.76,7.48,11.24,27.57,889.08,1319.99,1946.07,2200.82,3356.37,3205.71,7485.98,9212.46,18725.75,18230.73
g_0,4.13,3.38,6.46,8.6,8.55,29.53,616.89,782.14,877.09,1532.36,2121.09,4640.01,6568.97,7396.43,7922.96,9229.27
