,e_1,d_1,f_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13377.07,5611.22,6910.5,12881.77,12813.23,58474.51,8576851.01,8684138.56,35778152.53,20627937.78,31302231.65,51288128.16,247642368.57,209760282.78,285242537.92,660836205.19
d_1,5670.75,15876.72,7832.77,8235.66,11746.15,59595.24,8850375.3,10096921.56,15411659.31,36178748.09,34489223.28,55643870.54,245105582.45,255934780.85,358110547.4,751540628.31
f_1,9446.69,5967.07,15821.14,9326.06,11200.94,52990.31,6910021.43,9107640.7,21431152.91,21325194.3,29002959.39,40638330.27,281898048.29,217476912.2,281901858.84,760077069.4
c_1,5790.48,7127.23,7196.67,23399.89,21774.37,47854.9,7859976.78,9092555.78,18531425.69,14814146.33,18704268.24,37635307.51,255170994.54,204552019.67,301162527.51,683639571.13
b_1,5641.29,6852.57,7198.71,9270.5,32416.97,108376.18,9133047.77,10170416.38,21308275.32,20652960.05,17660018.36,47417347.49,259982553.29,156669360.03,290213289.14,673187838.09
a_1,5523.58,7785.97,7387.65,10223.76,12690.38,207513.48,7722166.59,11478860.76,21259145.19,23763030.53,33008442.13,56235407.82,269995126.24,187255151.37,354320872.57,697170984.69
h_1,5811.91,7840.47,9906.59,10481.45,11996.29,63646.38,15131559.19,13935426.29,21482808.92,22430853.42,32000334.43,52322812.02,243915426.9,216231988.72,365247066.88,912687357.42
g_1,5621.61,10902.45,7054.79,10188.18,12622.73,56363.85,7762219.98,19629667.06,17749941.7,25634152.89,31345387.36,76691503.51,285726443.74,237103412.23,411181097.49,589149212.74
d_0,5953.35,6021.57,7655.0,18282.34,14227.94,51467.54,8360321.3,11457325.93,31646206.35,16480726.47,30301068.55,53232910.96,294838897.37,221129724.56,362710628.92,698732912.31
c_0,6163.22,7990.91,7856.42,8521.15,11138.42,64285.31,9496724.25,11661531.88,22441562.26,33696537.62,57154710.14,67308063.44,297754029.2,306217343.12,443071666.46,757588259.41
b_0,5440.84,8015.32,8118.08,11121.08,11827.57,62967.31,9017874.66,11873818.28,22850088.21,22965914.86,48617894.26,70062654.08,298305777.53,441707314.97,421724542.71,837432703.89
f_0,5248.94,8388.8,7169.26,11934.67,12903.07,58668.22,10503993.42,12663542.14,25434025.45,22586475.86,30767238.84,89560522.05,313650920.04,255359681.92,805862576.14,754870428.34
h_0,6022.29,8416.33,10539.11,10597.96,14072.95,49781.79,6771651.76,12348432.61,21734854.12,22244148.82,31313622.96,48696257.34,229811215.02,258485064.56,382856651.15,982291854.78
a_0,6465.7,7030.03,8235.03,11447.22,14767.8,39586.71,9799074.26,12483069.2,22370987.06,22739466.22,36392601.19,63602368.55,317499732.04,429011558.64,388527241.69,815609683.69
e_0,5450.19,9031.36,8585.34,11504.95,13569.74,45487.9,9916738.46,10789580.78,23275293.64,23808032.56,33252584.74,53909880.8,338607288.07,269632401.89,738914815.42,857004978.32
g_0,5467.02,9980.51,7887.96,10745.44,13393.25,59139.38,9393380.11,9134953.01,20725175.55,24594271.24,32424073.35,77866313.75,332616359.41,268756862.68,488934767.87,731073416.53
