,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,7.48,5.55,4.85,5.98,5.82,1.75,2.0,1.89,2.29,1.63,,1.46,1.88,1.85,2.11
e_1,3.46,0.67,6.34,5.82,7.05,6.13,2.57,2.66,2.06,2.8,1.47,2.05,1.28,2.78,,1.67
d_1,5.05,6.49,0.65,7.04,5.28,6.92,2.29,,2.46,1.82,2.07,2.08,1.56,2.5,1.89,1.1
c_1,5.9,5.73,5.47,0.65,7.91,7.09,3.29,1.32,,2.42,1.81,2.02,1.57,2.18,1.96,1.77
b_1,5.69,6.4,5.92,3.7,0.64,5.66,2.31,2.42,3.04,3.08,,1.67,1.79,2.33,1.9,1.7
a_1,7.66,6.51,5.54,7.31,3.66,0.58,5.03,3.15,2.3,3.39,2.45,3.01,2.37,,,2.68
h_1,7.53,4.7,6.4,4.37,5.15,3.48,0.6,1.49,1.7,2.53,2.2,1.75,,1.33,1.49,1.52
d_0,4.6,2.78,,5.27,3.91,5.17,2.31,0.71,1.52,2.11,1.74,2.11,1.54,1.59,1.51,1.38
c_0,4.95,5.06,2.99,,4.19,4.8,2.19,2.4,0.7,2.37,1.96,1.74,1.21,1.41,1.37,1.1
g_1,7.26,6.34,5.5,5.47,5.01,4.42,1.87,1.78,2.41,0.56,1.97,3.23,1.74,1.66,,
b_0,6.16,7.25,5.68,6.84,,5.41,2.05,1.78,1.07,2.57,0.66,1.42,1.26,2.14,1.99,1.31
f_0,,5.88,5.04,5.05,9.15,5.05,3.14,1.93,2.26,1.35,1.98,0.65,1.47,1.17,,0.96
h_0,4.58,5.04,4.64,4.98,4.08,3.8,,1.46,1.84,1.74,2.61,1.43,,1.2,1.2,1.58
a_0,6.11,4.89,7.1,5.92,6.07,,3.09,2.94,2.41,2.45,1.39,2.54,2.4,0.61,,1.37
e_0,7.66,,5.83,5.71,7.43,,2.83,2.39,2.19,,2.31,,2.16,,0.57,
g_0,5.75,5.38,6.24,5.13,5.49,3.28,1.43,1.94,2.12,,2.61,1.82,1.11,2.0,,
