,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,9898.22,3343.11,4867.86,4054.55,7779.95,29211.2,5312246.0,20765607.15,7463062.72,12864313.04,21695275.03,30193099.6,107638679.43,127369276.43,103419860.54,317650669.43
f_1,4803.13,13918.5,3408.1,4472.79,5993.86,38367.08,4346136.95,9418897.9,6759187.98,10749780.12,20136738.66,11145427.64,89578730.41,95298020.13,90152010.61,287015365.98
c_1,2264.07,3582.14,15313.07,4553.57,14870.43,31382.01,5860375.07,9650821.64,8635757.49,4454535.63,13836731.14,27264624.72,93705256.86,105605829.95,143322112.89,247575035.91
d_1,2339.66,3847.18,3148.95,21491.38,7698.56,28939.5,4871510.4,4762118.17,10894051.97,24135108.44,27185624.78,28134034.69,106613646.13,145418220.91,152344258.04,365058095.61
b_1,2022.33,3064.88,4036.12,4790.14,39920.9,77134.81,4630025.65,9265076.32,8782290.98,12660903.79,10447997.11,26761092.21,93862647.67,71605563.8,145556191.52,373801040.29
a_1,3103.1,4033.6,2919.13,5166.51,7994.12,257122.51,6452933.55,10604018.94,8875585.48,11772674.7,20596333.75,20875363.1,107868054.16,46100957.85,158870633.85,333079597.31
h_1,3122.6,6175.05,4425.62,5266.64,10076.78,39162.58,17001640.99,12213722.76,15424204.0,11933956.94,23686411.56,33090030.59,72665696.51,142031407.94,159282215.8,453537821.43
d_0,2849.5,3946.04,8923.73,3326.63,9019.72,38249.05,6462381.48,24237647.55,11063943.6,10440147.9,27116170.52,32492908.15,110252723.65,122445122.76,200667218.06,444067881.0
g_1,2805.52,3513.34,4101.14,10361.55,9006.72,37453.29,5256172.88,9220421.67,32700738.36,16665141.94,24173908.65,49271742.88,134969727.41,97885449.03,218550246.02,277939676.09
c_0,3027.99,4760.87,2597.39,7453.63,6870.89,44406.84,6853191.16,13535294.26,10392894.35,29594373.15,51958682.93,40096006.05,139153357.9,184157546.96,193781313.98,465595510.99
b_0,3427.22,4721.68,5027.15,6552.53,4696.89,34680.68,6364537.2,13301721.33,13331615.73,15559604.59,52787959.45,36907566.22,128942825.77,303906651.43,197398122.75,400966056.69
f_0,2517.76,2440.41,5347.64,7536.6,10320.27,41168.95,6400040.65,13076308.08,13034500.54,14942384.89,27756389.99,72704643.71,129798756.07,169257273.51,382635146.82,471212499.68
h_0,3144.94,5967.14,4292.19,7569.98,7838.27,45106.56,3463271.68,12779078.57,14180579.93,14617859.91,25809329.18,28929111.03,78821770.47,136399622.99,176269883.31,603568652.21
a_0,3237.19,5327.49,4759.21,6134.08,7339.16,29657.1,5792594.5,14573191.93,10381675.77,17982674.84,29759850.42,30194652.91,140094225.7,377947983.83,199102769.75,415983734.31
e_0,1955.01,4475.7,5074.74,6540.76,11179.62,52705.53,6337065.96,12431496.32,12809529.38,13073792.99,28171025.39,31755460.29,142401762.13,125778726.93,505988705.55,455883954.37
g_0,2832.76,3702.39,4027.24,10408.21,8604.78,45297.72,6811429.86,10747836.14,7774355.43,16554757.62,24239394.42,54205351.03,121667155.52,131926641.52,193715524.02,275325311.12
