,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.69,1.46,1.44,1.3,1.14,0.45,0.56,0.43,0.45,0.43,0.45,0.29,0.36,0.35,0.35
e_1,1.1,1.04,1.5,1.56,1.58,1.28,0.63,0.65,0.58,0.5,0.48,0.57,0.34,0.4,0.45,0.34
d_1,1.79,1.69,1.04,1.54,1.44,1.29,0.56,0.44,0.57,0.48,0.49,0.41,0.32,0.37,0.37,0.24
c_1,1.64,1.44,1.93,1.05,1.79,1.38,0.63,0.56,0.33,0.55,0.4,0.46,0.36,0.4,0.42,0.33
b_1,2.13,1.83,2.11,1.23,1.05,2.0,0.82,0.74,0.54,0.7,0.79,0.52,0.47,0.47,0.56,0.42
a_1,2.75,2.79,2.53,2.38,1.39,1.06,1.01,0.98,0.86,0.88,1.01,0.71,0.63,0.94,0.72,0.6
h_1,4.64,3.96,4.16,4.46,3.45,2.92,1.23,1.62,1.34,1.21,1.26,1.12,1.09,1.08,1.11,1.0
g_1,5.22,4.5,4.52,5.36,4.39,3.83,1.47,1.23,1.48,1.24,1.38,1.56,0.93,1.19,1.17,1.03
d_0,5.33,3.74,6.08,6.31,5.04,4.03,2.14,2.24,1.36,1.47,1.52,1.55,1.27,1.54,1.42,1.25
c_0,5.97,5.51,3.77,6.87,5.05,4.09,2.21,1.93,2.14,1.31,1.86,1.56,1.3,1.66,1.3,1.19
b_0,5.92,5.33,4.49,7.93,5.43,4.07,2.03,1.92,1.77,1.07,1.32,1.51,1.22,1.87,1.44,1.17
f_0,7.02,5.4,6.15,7.06,5.66,4.57,2.32,1.76,2.07,1.71,1.8,1.37,1.47,1.67,1.73,0.95
h_0,8.02,6.92,6.49,7.66,7.03,5.89,2.97,2.66,2.31,1.91,2.06,1.86,1.79,1.71,1.63,1.65
a_0,7.85,7.35,7.18,8.26,8.67,5.88,2.92,2.67,2.19,1.73,1.37,1.99,1.73,1.46,2.11,1.53
e_0,9.16,8.6,7.44,8.38,7.27,5.95,3.16,2.69,2.16,2.23,2.09,1.41,1.87,1.76,1.42,1.4
g_0,8.6,8.38,8.75,8.65,7.73,6.46,2.77,3.49,2.55,2.35,2.56,2.56,1.63,2.11,2.19,2.02
