,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.97,1.34,0.91,1.04,0.74,0.41,0.41,0.38,0.41,0.41,,0.32,0.34,0.29,0.32
d_1,1.03,1.0,1.08,0.78,0.84,0.74,0.6,0.36,0.57,,0.44,0.4,0.33,0.34,0.35,0.21
e_1,0.75,0.92,1.0,1.11,0.87,,0.43,0.46,0.47,0.63,0.36,0.52,0.36,0.32,,0.32
c_1,1.1,1.29,0.9,1.0,1.29,0.58,0.48,0.43,,0.33,0.49,0.39,0.43,0.31,0.35,0.37
b_1,0.96,1.2,1.15,0.78,1.0,1.07,0.57,0.45,0.49,0.46,,0.37,0.38,0.48,0.45,0.41
a_1,1.35,1.35,,1.74,0.94,1.0,0.72,0.58,0.72,0.41,0.5,0.69,0.58,,0.43,
h_1,2.44,1.67,2.32,2.1,1.75,1.39,1.0,1.33,1.0,0.76,0.69,1.18,,0.78,0.61,0.98
g_1,2.42,2.82,2.17,2.32,2.2,1.74,0.75,1.0,0.88,1.07,0.89,1.12,0.67,0.73,0.67,
c_0,2.66,1.76,2.14,,2.04,1.38,1.0,1.13,1.0,1.13,1.1,1.14,0.91,0.74,0.66,0.69
d_0,2.46,,1.58,3.06,2.17,2.43,1.31,0.93,0.89,1.0,1.2,0.8,0.73,0.94,0.56,0.69
b_0,2.46,2.26,2.75,2.06,,2.01,1.45,1.13,0.91,0.83,1.0,0.79,1.07,1.51,0.72,0.63
f_0,,2.47,1.91,2.55,2.7,1.44,0.85,0.89,0.88,1.26,1.27,1.0,0.97,0.98,1.66,0.67
h_0,3.1,3.05,2.79,2.34,2.64,1.73,,1.48,1.09,1.37,0.93,1.03,,0.75,0.94,1.25
a_0,2.98,2.91,3.11,3.19,2.1,,1.28,1.37,1.35,1.07,0.66,1.02,1.33,1.0,,0.92
e_0,3.4,2.83,,2.89,2.22,2.35,1.64,1.5,1.51,1.8,1.38,0.6,1.07,,1.0,0.84
g_0,3.14,4.76,3.17,2.67,2.43,,1.02,,1.46,1.45,1.59,1.5,0.8,1.08,1.2,
