,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,1.0,1.21,0.92,0.96,0.83,1.22,1.81,1.15,1.09,1.11,1.21,1.22,1.0,0.91,1.17
f_1,1.45,1.53,1.04,0.87,0.94,0.76,1.03,1.27,1.04,1.02,1.07,0.88,1.17,0.98,0.76,1.24
c_1,0.91,1.01,1.59,0.97,1.54,0.99,1.11,1.06,1.2,0.94,0.86,1.07,1.25,0.87,1.0,1.12
d_1,1.05,1.21,0.85,1.6,0.89,0.77,1.18,1.01,1.02,1.77,1.38,1.18,1.36,1.19,1.11,1.03
b_1,1.06,1.09,0.96,1.05,1.62,1.47,1.12,1.06,1.12,1.16,0.93,1.23,1.36,0.82,0.98,1.18
a_1,1.11,1.24,1.06,1.2,0.81,1.75,1.41,1.29,1.29,1.36,1.41,1.15,1.37,1.12,1.07,1.26
h_1,1.32,1.64,1.17,1.24,1.09,0.88,1.91,1.32,1.43,1.43,1.46,1.35,1.42,1.38,1.17,1.62
d_0,1.04,1.29,1.87,1.12,1.54,1.03,1.47,1.79,1.32,1.22,1.34,1.41,1.74,1.14,1.4,1.54
g_1,1.23,1.34,1.21,1.7,1.13,0.91,1.43,1.51,1.93,1.61,1.66,1.82,1.59,1.39,1.44,1.24
c_0,1.45,1.49,1.09,1.2,1.0,0.99,1.61,1.59,1.37,1.89,2.38,1.56,1.96,1.73,1.45,1.57
b_0,1.39,1.46,1.44,1.28,1.07,0.96,1.77,1.61,1.38,1.32,1.89,1.62,1.63,2.21,1.27,1.68
f_0,1.14,1.29,1.45,1.37,1.21,1.35,1.47,1.54,1.44,1.58,1.64,1.93,1.78,1.6,2.12,1.36
h_0,1.49,1.69,1.35,1.3,1.22,1.08,1.33,1.42,1.71,1.27,1.55,1.45,1.59,1.31,1.28,1.67
a_0,1.56,1.42,1.62,1.35,1.27,0.96,1.53,1.85,1.47,1.41,1.46,1.57,1.95,1.96,1.53,1.54
e_0,1.28,1.58,1.45,1.39,1.43,1.14,1.63,1.44,1.45,1.57,1.75,1.46,2.1,1.48,1.97,1.76
g_0,1.39,1.29,1.27,1.9,1.43,1.2,1.59,1.4,1.58,1.63,1.55,2.26,1.81,1.58,1.56,1.47
