,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.55,1.41,1.25,1.39,1.07,0.47,0.63,0.48,0.5,0.46,0.65,0.32,0.46,0.41,0.45
e_1,0.91,0.66,1.48,1.37,1.58,1.36,0.76,0.72,0.72,0.61,0.55,0.66,0.47,0.49,0.83,0.47
d_1,1.53,1.47,0.65,1.54,1.4,1.37,0.59,0.43,0.85,0.53,0.5,0.44,0.38,0.44,0.51,0.29
c_1,1.42,1.45,1.62,0.64,1.68,1.07,0.75,0.64,0.31,0.66,0.48,0.47,0.4,0.49,0.48,0.41
b_1,1.66,1.47,1.58,0.95,0.62,2.31,0.83,0.81,0.66,0.68,1.32,0.67,0.57,0.59,0.54,0.52
a_1,2.3,1.93,1.74,2.53,0.85,0.56,0.85,0.83,0.66,0.75,0.91,0.63,0.63,1.13,0.65,0.52
h_1,2.42,1.82,2.23,2.22,1.71,1.75,0.58,1.13,0.85,0.74,0.82,0.75,0.86,0.66,0.79,0.74
g_1,2.49,2.31,2.33,2.55,2.35,2.05,0.72,0.56,0.81,0.72,0.82,0.96,0.57,0.72,0.73,0.8
d_0,2.81,1.52,2.92,2.97,2.27,2.34,1.02,1.33,0.63,0.92,0.89,0.76,0.7,0.9,0.88,0.74
c_0,2.64,2.18,1.55,4.57,2.23,1.95,1.13,1.17,1.07,0.6,1.1,0.94,0.8,1.02,0.72,0.74
b_0,2.63,2.27,2.21,3.43,2.94,1.96,1.13,1.01,0.88,0.51,0.6,0.78,0.68,0.99,0.75,0.74
f_0,3.95,2.1,2.45,2.83,2.37,2.24,1.16,0.84,1.17,0.91,0.96,0.58,0.88,0.86,1.01,0.47
h_0,3.3,2.43,2.56,2.98,3.11,2.4,1.54,1.29,1.08,0.78,0.97,0.83,1.1,0.87,0.74,0.83
a_0,3.0,2.81,2.62,2.77,3.6,3.48,1.56,1.37,1.03,0.86,0.63,0.99,0.79,0.59,1.03,0.73
e_0,3.97,3.63,2.29,3.24,3.09,2.37,1.29,1.31,0.95,1.08,1.07,0.61,1.01,0.8,0.56,0.73
g_0,3.35,2.88,3.08,3.19,3.04,3.25,1.01,1.59,1.04,0.96,1.16,1.09,0.68,0.91,0.93,1.11
