,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.52,1.31,0.8,0.88,0.74,0.68,0.96,0.95,1.07,0.92,0.92,0.67,1.04,0.91,0.71,1.04
e_1,0.88,1.54,0.86,1.09,0.76,0.68,1.13,1.0,1.62,1.06,1.12,1.11,1.12,0.91,0.86,1.03
d_1,1.0,0.92,1.55,0.74,0.81,0.73,1.13,0.85,0.81,1.65,1.13,1.06,1.19,0.92,0.99,1.04
c_1,0.89,0.79,0.98,1.59,1.41,0.8,0.93,0.9,0.86,0.82,0.84,1.0,1.08,0.81,0.84,1.01
b_1,0.99,0.87,0.91,0.8,1.63,1.32,1.07,0.89,1.07,1.21,0.86,1.03,1.17,0.72,0.96,1.07
a_1,1.12,1.04,1.1,0.9,0.73,1.75,1.29,1.25,1.14,1.15,1.17,1.01,1.29,0.98,0.92,1.23
h_1,1.51,1.06,1.12,1.12,0.97,0.77,1.8,1.39,1.3,1.21,1.37,1.26,1.23,1.08,1.26,1.72
g_1,0.98,1.13,1.59,1.13,1.09,0.81,1.27,1.89,1.29,1.35,1.38,1.77,1.12,1.18,1.22,1.43
d_0,1.17,1.0,0.99,1.91,1.18,0.94,1.26,1.24,1.74,0.95,1.16,1.24,1.51,1.07,1.24,1.34
c_0,1.3,1.23,1.1,1.1,0.87,0.85,1.5,1.36,1.56,1.7,2.14,1.29,1.65,1.37,1.33,1.56
b_0,1.36,1.14,1.24,1.26,1.03,0.85,1.47,1.35,1.5,1.26,1.8,1.39,1.52,2.01,1.28,1.49
f_0,1.2,1.0,1.28,1.24,1.09,1.12,1.37,1.12,1.43,1.63,1.34,1.8,1.67,1.18,2.12,1.46
h_0,1.53,1.17,1.35,1.22,1.04,0.99,1.29,1.59,1.27,1.46,1.35,1.24,1.35,1.31,1.08,1.87
a_0,1.24,1.18,1.36,1.36,1.45,0.71,1.64,1.51,1.52,1.52,1.27,1.63,1.6,1.87,1.45,1.46
e_0,1.33,0.99,1.33,1.41,1.24,1.05,1.47,1.4,1.37,1.52,1.58,1.22,1.99,1.24,1.82,1.6
g_0,1.22,1.16,1.73,1.25,1.15,0.98,1.34,1.03,1.27,1.53,1.38,1.68,1.52,1.39,1.34,1.23
