,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.96,1.47,1.52,1.42,1.37,0.7,0.62,0.59,0.47,0.64,0.49,0.43,0.52,0.95,0.44
f_1,1.52,0.66,1.23,1.42,1.28,1.41,0.49,0.72,0.51,0.47,0.72,0.44,0.32,0.46,0.41,0.5
d_1,1.54,1.69,0.65,1.54,1.39,1.17,0.62,0.44,0.85,0.51,0.42,0.56,0.39,0.46,0.43,0.27
c_1,1.28,1.44,1.63,0.64,1.85,1.03,0.66,0.71,0.32,0.74,0.51,0.5,0.41,0.42,0.5,0.42
b_1,1.56,1.95,1.74,0.88,0.62,1.76,0.68,0.76,0.58,0.89,0.58,0.86,0.49,0.56,0.51,0.56
a_1,1.69,1.87,2.03,2.32,0.96,0.57,1.11,0.81,0.75,0.65,0.69,0.78,0.65,0.91,0.96,0.55
h_1,2.04,2.55,2.09,2.17,2.23,1.76,0.57,1.07,0.81,0.76,0.82,0.77,1.11,0.7,0.63,0.61
g_1,2.42,2.51,2.46,2.22,2.06,2.15,0.74,0.56,1.08,0.93,0.87,0.82,0.52,0.93,0.78,0.9
d_0,1.56,2.39,3.97,2.9,2.24,1.98,1.16,1.02,0.64,0.81,0.82,0.84,0.92,0.76,0.81,0.76
c_0,2.77,2.57,1.58,3.99,2.09,2.21,1.21,1.09,1.23,0.61,1.08,1.11,0.69,0.77,0.7,0.78
f_0,2.2,3.91,2.61,2.53,2.3,2.18,1.17,0.83,1.02,0.79,0.58,1.03,0.82,0.73,1.06,0.48
b_0,2.74,2.65,1.84,3.31,4.2,2.5,1.1,1.33,1.04,0.55,0.83,0.59,0.88,1.11,0.68,0.65
h_0,2.87,3.02,2.7,2.78,2.62,2.25,1.45,1.43,0.92,1.03,0.97,0.86,1.05,0.79,0.8,0.8
a_0,2.75,3.18,2.54,2.82,3.25,4.67,1.31,1.17,1.25,1.14,1.16,0.62,0.99,0.59,1.2,0.73
e_0,3.15,3.79,2.8,2.74,2.88,2.44,1.34,1.11,1.07,1.19,0.59,1.26,1.01,1.04,0.56,0.76
g_0,3.0,2.79,3.23,3.29,2.99,2.51,1.19,1.38,1.11,1.0,1.29,1.09,0.75,1.27,1.09,1.14
