,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.89,0.27,0.15,0.25,0.2,0.12,0.23,0.17,0.37,0.18,0.16,0.17,0.2,0.11,0.05,0.13
f_1,0.43,0.89,0.2,0.2,0.14,0.11,0.17,0.14,0.16,0.19,0.06,0.16,0.19,0.1,0.09,0.11
d_1,0.22,0.24,0.9,0.17,0.2,0.13,0.19,0.17,0.08,0.35,0.16,0.19,0.21,0.12,0.11,0.14
c_1,0.19,0.2,0.22,0.89,0.35,0.11,0.2,0.13,0.2,0.07,0.16,0.13,0.19,0.11,0.11,0.16
b_1,0.21,0.2,0.23,0.17,0.89,0.25,0.17,0.17,0.18,0.17,0.21,0.08,0.19,0.09,0.12,0.16
a_1,0.21,0.23,0.24,0.19,0.18,0.88,0.22,0.18,0.18,0.19,0.17,0.17,0.21,0.04,0.15,0.15
h_1,0.24,0.38,0.27,0.25,0.21,0.15,0.57,0.26,0.23,0.2,0.17,0.2,0.14,0.13,0.15,0.26
g_1,0.24,0.23,0.38,0.26,0.26,0.14,0.24,0.57,0.19,0.22,0.31,0.17,0.19,0.14,0.13,0.11
d_0,0.29,0.3,0.17,0.48,0.2,0.16,0.22,0.2,0.44,0.17,0.2,0.19,0.22,0.14,0.13,0.17
c_0,0.32,0.3,0.29,0.15,0.19,0.16,0.27,0.19,0.22,0.41,0.19,0.42,0.22,0.19,0.12,0.18
f_0,0.19,0.19,0.27,0.28,0.3,0.19,0.28,0.23,0.24,0.17,0.46,0.18,0.27,0.15,0.32,0.25
b_0,0.27,0.3,0.26,0.3,0.18,0.11,0.21,0.22,0.26,0.25,0.22,0.45,0.26,0.33,0.15,0.19
h_0,0.26,0.36,0.29,0.25,0.23,0.15,0.15,0.3,0.25,0.21,0.21,0.21,0.14,0.16,0.13,0.25
a_0,0.31,0.27,0.25,0.28,0.28,0.05,0.28,0.26,0.22,0.22,0.26,0.19,0.23,0.4,0.15,0.24
e_0,0.16,0.32,0.34,0.23,0.23,0.17,0.29,0.22,0.22,0.26,0.18,0.21,0.28,0.14,0.38,0.21
g_0,0.19,0.25,0.45,0.24,0.22,0.17,0.22,0.15,0.18,0.22,0.35,0.21,0.23,0.12,0.2,0.14
