,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.91,1.1,1.29,1.69,2.91,24.01,29.25,40.65,29.65,44.97,42.77,73.28,63.07,,136.2
f_1,1.09,1.0,1.04,1.2,1.41,3.29,19.59,23.86,35.13,35.82,39.37,,48.08,105.67,69.22,100.46
d_1,0.91,0.96,1.0,0.85,1.35,3.09,22.21,16.69,,40.86,32.24,31.47,78.71,67.01,81.51,94.88
c_1,0.77,0.84,1.18,1.0,1.99,2.22,20.52,19.57,16.95,,40.06,36.0,58.3,54.2,82.92,128.86
b_1,0.59,0.71,0.74,0.5,1.0,3.21,12.77,20.03,27.33,28.77,,24.96,42.05,46.28,52.69,73.13
a_1,0.34,0.3,0.32,0.45,0.31,1.0,9.34,7.88,10.59,8.09,12.19,11.54,20.26,,,38.37
h_1,0.04,0.05,0.05,0.05,0.08,0.11,1.0,1.52,1.02,1.41,1.56,1.76,,4.3,3.41,5.38
g_1,0.03,0.04,0.06,0.05,0.05,0.13,0.66,1.0,1.05,1.41,1.26,2.32,2.01,3.32,3.87,
d_0,0.02,0.03,,0.06,0.04,0.09,0.98,0.96,1.0,1.32,1.48,1.66,2.72,2.84,3.69,4.92
c_0,0.03,0.03,0.02,,0.03,0.12,0.71,0.71,0.76,1.0,1.19,1.3,2.32,2.38,2.94,4.27
b_0,0.02,0.03,0.03,0.02,,0.08,0.64,0.79,0.67,0.84,1.0,1.04,1.78,2.31,1.88,3.42
f_0,0.02,,0.03,0.03,0.04,0.09,0.57,0.43,0.6,0.77,0.96,1.0,1.39,,,2.54
h_0,0.01,0.02,0.01,0.02,0.02,0.05,,0.5,0.37,0.43,0.56,0.72,,1.33,1.39,1.98
a_0,0.02,0.01,0.01,0.02,0.02,,0.23,0.3,0.35,0.42,0.43,,0.75,1.0,,1.82
e_0,,0.01,0.01,0.01,0.02,,0.29,0.26,0.27,0.34,0.53,,0.72,,1.0,
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.19,,0.2,0.23,0.29,0.39,0.5,0.55,,
