,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.01,0.06,0.1,0.08,0.09,0.14,0.18,0.21,0.21,0.22,0.2,0.25,0.26,0.29,0.39,
f_1,0.08,0.01,0.06,0.07,0.09,0.17,0.12,0.13,0.15,0.16,0.19,,0.16,0.42,0.38,0.38
d_1,0.06,0.08,0.01,0.11,0.07,0.1,0.17,,0.18,0.12,0.21,0.24,0.25,0.31,0.15,0.3
c_1,0.06,0.06,0.05,0.01,0.09,0.12,0.15,0.08,,0.15,0.16,0.17,0.19,,0.24,0.26
b_1,0.04,0.05,0.05,0.03,0.01,0.08,0.1,0.11,0.1,0.12,,0.11,0.19,0.16,0.13,0.16
a_1,0.02,0.01,0.02,0.01,0.01,,0.03,0.02,0.03,,,0.05,0.05,,0.05,
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
