,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,1.14,1.38,1.77,4.11,22.99,27.55,40.81,29.09,52.39,43.86,70.85,105.51,152.5,130.65
f_1,1.24,1.0,1.06,1.35,1.61,3.74,17.95,30.01,29.37,33.15,36.55,40.51,64.25,83.42,80.52,150.72
d_1,0.88,0.94,1.0,1.11,1.64,2.72,19.24,20.45,28.31,37.96,31.35,47.42,64.8,89.15,78.83,86.11
c_1,0.72,0.74,0.9,1.0,2.15,2.03,15.9,23.41,15.47,22.65,32.72,31.02,54.39,62.43,76.95,88.56
b_1,0.56,0.62,0.61,0.46,1.0,2.99,11.32,17.11,16.98,22.83,25.29,21.12,43.33,53.17,47.97,75.68
a_1,0.24,0.27,0.37,0.49,0.33,1.0,7.1,6.4,9.62,9.75,13.27,13.68,22.76,25.85,35.81,36.76
h_1,0.04,0.06,0.05,0.06,0.09,0.14,1.0,1.64,1.29,1.33,2.17,2.01,4.29,4.55,4.15,5.56
g_1,0.04,0.03,0.05,0.04,0.06,0.15,0.61,1.0,1.35,1.34,1.91,1.61,2.29,4.62,4.17,4.96
d_0,0.02,0.03,0.04,0.07,0.06,0.1,0.79,0.71,1.0,0.94,1.3,1.4,3.14,3.24,3.31,4.02
c_0,0.03,0.03,0.03,0.04,0.04,0.11,0.74,0.75,1.1,1.0,1.48,1.85,2.37,2.59,2.86,4.56
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.46,0.52,0.77,0.67,1.0,1.24,1.86,1.86,3.74,2.14
b_0,0.02,0.03,0.02,0.03,0.05,0.08,0.47,0.6,0.74,0.52,0.87,1.0,2.08,2.97,1.69,2.94
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.23,0.43,0.31,0.43,0.53,0.5,1.0,1.04,1.08,1.79
a_0,0.01,0.01,0.01,0.01,0.02,,0.22,0.22,0.32,0.41,0.48,0.36,0.93,1.0,1.21,1.01
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.24,0.25,0.3,0.36,0.28,0.57,0.85,0.88,1.0,1.22
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.18,0.2,0.24,0.21,0.47,0.36,0.56,0.95,0.83,1.0
