,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,1.2,0.97,0.92,0.76,0.68,0.87,0.72,0.56,0.65,0.72,0.57,0.59,0.55,0.58
f_1,1.25,1.0,1.02,0.92,0.9,0.79,0.58,0.68,0.66,0.57,0.63,0.57,0.5,0.5,0.46,0.56
c_1,0.85,0.95,1.0,1.13,1.29,0.84,0.7,0.51,0.65,0.6,0.5,0.62,0.61,0.53,0.53,0.58
d_1,1.03,1.12,0.9,1.0,0.95,0.87,0.7,0.72,0.61,0.81,0.66,0.63,0.61,0.57,0.58,0.46
b_1,1.05,1.14,0.79,1.03,1.0,1.35,0.75,0.63,0.7,0.75,0.72,0.61,0.65,0.6,0.62,0.55
a_1,1.26,1.26,1.2,1.15,0.77,1.0,0.85,0.75,0.81,0.76,0.89,0.7,0.8,0.73,0.61,0.69
h_1,1.46,1.73,1.45,1.42,1.27,1.19,1.0,0.89,1.11,0.91,0.85,0.84,0.87,0.81,0.73,0.93
d_0,1.19,1.43,1.91,1.41,1.56,1.39,1.14,1.0,0.98,0.8,0.87,0.9,0.94,0.83,0.93,0.91
g_1,1.39,1.56,1.5,1.64,1.41,1.18,0.91,1.0,1.0,0.94,0.98,1.11,0.84,0.84,0.96,0.85
c_0,1.76,1.78,1.67,1.22,1.33,1.29,1.12,1.25,1.04,1.0,1.32,1.02,1.05,0.96,1.03,0.85
b_0,1.53,1.6,2.01,1.48,1.42,1.04,1.12,1.12,1.03,0.79,1.0,0.94,1.02,1.19,0.96,0.86
f_0,1.36,1.74,1.63,1.55,1.6,1.5,1.21,1.12,0.89,1.01,1.08,1.0,1.02,0.83,1.26,0.79
h_0,1.77,1.93,1.63,1.72,1.5,1.25,1.15,1.06,1.21,0.97,1.02,0.99,1.0,0.86,0.88,1.0
a_0,1.7,1.88,1.95,1.68,1.72,1.39,1.22,1.12,1.12,1.08,0.87,1.1,1.11,1.0,0.99,0.91
e_0,1.79,2.14,1.82,1.72,1.59,1.65,1.33,1.02,1.04,1.03,0.96,0.81,1.13,0.96,1.0,0.93
g_0,1.75,1.78,1.72,2.12,1.8,1.43,1.07,1.11,1.17,1.16,1.16,1.27,0.97,1.01,1.07,1.0
