,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,2.21,0.41,0.19,0.23,0.19,0.15,0.42,0.33,0.42,0.5,0.48,0.12,0.39,0.57,0.25,0.41
e_1,0.26,2.28,0.22,0.23,0.18,0.14,0.38,0.43,0.51,0.85,0.48,0.43,0.45,0.52,0.09,0.37
d_1,0.25,0.22,2.31,0.25,0.17,0.18,0.38,0.38,0.8,0.13,0.43,0.39,0.36,0.57,0.39,0.55
c_1,0.24,0.2,0.18,2.43,0.43,0.16,0.44,0.32,0.09,0.37,0.39,0.45,0.4,0.6,0.4,0.59
b_1,0.21,0.2,0.25,0.18,2.55,0.3,0.54,0.36,0.46,0.42,0.14,0.56,0.31,0.51,0.41,0.41
a_1,0.2,0.21,0.28,0.25,0.22,3.13,0.45,0.31,0.44,0.48,0.35,0.35,,0.55,0.36,0.69
h_1,0.56,0.37,0.39,0.38,0.31,0.29,2.73,0.72,0.71,0.71,0.71,0.77,0.76,0.52,0.69,1.24
g_1,0.28,0.34,0.63,0.35,0.3,0.34,0.71,3.12,0.94,0.75,0.73,1.12,0.67,0.95,0.83,0.35
c_0,0.55,0.45,0.41,0.1,0.3,0.31,0.72,0.56,2.31,0.93,1.73,0.77,0.68,0.99,0.66,0.93
d_0,0.5,0.35,0.16,0.7,0.29,0.32,0.7,0.73,0.67,2.28,0.81,0.85,0.76,1.03,0.64,0.84
b_0,0.5,0.37,0.49,0.39,0.14,0.16,0.87,0.75,0.87,1.1,2.52,0.87,1.16,1.36,0.73,1.1
f_0,0.25,0.35,0.58,0.36,0.41,0.27,0.75,0.58,0.77,0.88,1.15,2.57,0.71,1.0,1.23,0.94
a_0,0.42,0.48,0.46,0.45,0.26,,0.86,0.84,0.92,0.76,0.71,0.9,2.65,1.32,0.63,0.77
h_0,0.58,0.37,0.51,0.37,0.33,0.22,0.22,0.77,0.76,0.77,0.65,0.87,0.58,0.41,0.67,1.05
e_0,0.63,0.11,0.51,0.44,0.41,0.2,0.69,0.64,1.03,0.67,0.72,0.8,0.57,1.22,2.98,1.06
g_0,0.38,0.31,0.65,0.34,0.4,0.29,0.71,0.22,0.9,0.76,0.74,1.28,0.8,0.87,0.67,0.32
