,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,9.87,10.86,14.14,11.4,8.83,1.97,3.42,2.03,1.86,1.93,6.72,1.07,2.41,2.51,1.85
e_1,6.56,1.14,11.59,10.72,12.87,10.86,4.55,3.94,2.2,2.18,2.77,2.56,1.88,2.47,10.31,1.88
d_1,11.62,12.31,1.14,10.91,12.81,11.8,3.37,2.42,10.08,2.14,2.25,2.34,1.65,2.25,1.96,0.92
c_1,13.91,13.34,16.31,1.15,13.38,15.15,3.72,3.27,1.29,8.74,2.64,2.85,1.78,2.79,2.07,2.18
b_1,17.57,19.74,15.37,6.83,1.15,15.98,4.55,4.92,3.38,3.48,8.84,3.08,2.51,2.81,3.14,2.3
a_1,19.49,19.97,22.5,21.51,10.76,1.15,6.67,7.93,4.68,5.77,7.22,3.25,3.37,15.2,3.79,2.67
h_1,24.62,23.56,23.1,33.1,28.02,24.17,1.92,7.41,5.73,4.68,5.38,4.99,8.88,4.94,5.46,4.76
g_1,43.51,30.73,36.23,39.12,38.43,23.33,6.88,1.88,8.31,8.3,5.64,5.63,4.44,5.67,5.8,14.84
d_0,43.01,16.36,73.23,37.65,30.57,43.19,9.01,9.23,2.74,5.93,7.05,5.95,5.37,7.31,6.29,5.8
c_0,37.8,32.13,17.3,143.43,30.92,37.59,9.82,10.37,13.04,2.93,7.59,6.72,5.06,5.59,6.29,4.58
b_0,39.39,33.03,33.42,40.7,79.12,44.13,9.71,8.02,9.78,3.95,2.59,8.73,5.0,6.91,5.98,5.46
f_0,233.88,38.0,34.42,48.58,30.57,67.67,10.28,6.88,10.9,8.1,7.59,2.66,6.49,7.6,7.42,4.42
h_0,47.97,52.75,45.29,61.47,47.19,52.05,34.96,19.26,10.73,7.81,8.46,10.92,14.03,10.86,6.29,7.89
a_0,58.47,59.9,58.34,57.92,74.72,106.84,19.86,14.34,13.57,11.86,6.58,9.19,6.8,2.79,8.83,6.29
e_0,89.1,117.8,42.49,65.48,54.9,54.86,14.81,17.74,11.08,7.55,12.08,5.57,10.12,11.18,3.09,10.91
g_0,65.65,67.96,50.62,53.79,67.25,75.19,13.45,35.47,15.83,9.62,11.17,9.89,5.72,11.52,9.51,20.61
