,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,7570.84,122.3,150.18,323.7,583.59,1717.98,186596.31,950173.47,503157.22,812282.5,1227892.76,1278241.94,8449835.34,8432800.28,13521835.55,
f_1,200.47,8814.57,216.74,301.91,601.6,2254.0,161578.33,516222.06,743449.86,540226.85,1175375.21,,7090038.69,8330847.4,11450019.46,
d_1,94.55,122.3,16945.95,262.62,451.13,1926.85,140318.63,,1359765.0,985207.46,893134.38,2252872.6,9466642.08,7431310.17,17590234.22,9176044.76
c_1,117.39,133.32,173.13,26101.44,924.56,1500.37,195987.89,789450.25,,637692.56,674056.03,1719153.71,6292629.28,9001251.91,15464289.61,13337495.85
b_1,115.03,133.91,235.53,249.29,52002.03,2411.1,175583.05,736267.05,838418.69,,,1315560.07,6934108.14,6715888.91,12070523.84,13778566.53
a_1,90.99,137.71,213.98,250.99,500.15,264326.73,167112.54,627242.89,853445.5,906666.67,1011610.66,,7999504.97,,13761284.72,
h_1,423.95,642.75,618.26,985.85,2099.95,9988.82,7292183.75,2152165.23,2367299.84,3467268.62,3997547.88,9302889.04,,20147666.73,72423143.04,36742844.09
d_0,631.17,602.51,,2742.08,2341.74,7938.1,800875.67,16243052.95,3409835.42,3551445.09,5118247.72,13715609.92,51048864.07,29764616.59,59999655.91,55864255.54
c_0,519.33,620.07,1312.18,,2012.8,8838.93,1022684.31,2371284.11,22281172.21,3121951.22,9927427.37,11422338.81,29266481.59,33491243.38,89184632.66,
g_1,495.01,372.87,1336.83,1154.57,,5594.89,486145.58,1672647.71,2731025.59,51200000.0,3617995.75,14986108.52,21758653.51,,,
b_0,476.21,623.67,1099.82,1026.21,,7278.47,894441.62,2479051.98,3014828.93,3663373.08,39122235.09,11913998.82,49714129.68,74856066.98,86807617.39,45060059.43
f_0,382.83,,1286.04,1739.96,3108.5,,842523.22,3298647.88,3655874.9,4487649.4,4324297.71,78612388.66,33655287.83,41030108.92,67670745.56,141857021.31
h_0,827.79,1344.06,1463.6,2328.43,3442.43,14459.7,,3879207.92,5067040.0,7660847.88,10257082.07,11211552.51,,37667208.89,160017218.79,81182443.55
a_0,636.19,655.16,1315.19,1012.41,3026.12,,898756.54,3654524.42,2386778.67,,4160455.09,11194105.34,36569165.57,469252659.38,68723822.83,
g_0,469.37,758.9,2219.14,2427.53,3762.32,13664.59,740102.23,3594944.34,6065322.51,,8526305.78,27586368.92,64187072.69,61483924.42,,85029522.03
e_0,,,1304.23,2373.04,2364.34,,707120.85,1824706.6,,,4500855.96,10596238.35,44215445.64,,102941558.4,690542784.96
