,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,107.89,51.74,76.31,62.18,89.9,305.16,7137.18,20855.36,16510.25,14489.84,27837.54,34103.43,77231.99,103998.69,100946.04,217417.85
f_1,74.43,118.3,62.73,51.86,85.44,284.77,6320.93,13825.62,15248.88,13324.98,24008.94,17071.78,64500.82,82366.98,93476.71,162525.28
c_1,41.7,50.17,132.77,71.25,138.24,224.74,7288.82,9079.34,7313.61,15086.04,20292.3,25066.89,58906.75,75792.85,129563.15,158805.07
d_1,40.89,66.81,48.4,145.84,81.01,258.11,7045.63,7312.47,22028.17,12659.3,21502.68,26400.58,60220.29,83868.45,104258.63,138265.77
b_1,40.34,41.87,47.93,59.88,181.83,460.6,6849.98,11765.12,12402.0,10992.41,11819.82,23743.2,50912.73,70112.8,91105.29,161887.8
a_1,25.95,34.19,37.25,44.73,39.0,507.56,4438.45,5850.46,8048.14,7709.07,13436.96,19627.43,35039.13,60542.05,92144.62,101655.11
h_1,11.87,16.84,14.11,21.4,22.91,82.99,3223.43,3087.52,3893.92,4987.31,6384.92,7028.22,18313.08,18947.93,36753.78,66795.49
d_0,9.56,11.57,25.8,11.87,19.14,74.6,1546.8,4062.43,3017.17,3217.66,6010.78,6240.57,16014.07,23805.05,30718.78,39404.55
c_0,10.11,12.42,12.02,14.5,18.63,79.64,1585.73,3008.31,4756.71,3653.61,8583.09,6985.75,16655.06,21346.79,35761.93,42638.7
g_1,9.25,9.91,12.63,22.14,17.78,57.13,1491.04,2330.87,3135.32,5691.51,5350.13,8043.74,12989.21,17985.13,28605.98,26627.3
b_0,8.99,9.81,12.04,15.0,13.37,62.84,1451.98,2297.72,2370.64,3156.48,6938.13,4716.19,24838.76,16170.32,26575.0,34548.33
f_0,7.06,7.54,12.24,14.29,15.0,49.89,1447.51,2511.71,2722.23,2319.16,5440.66,8290.37,13273.61,15129.36,45783.48,28716.37
a_0,6.65,7.96,9.34,8.71,12.77,14.8,973.91,1960.47,2179.82,2339.82,2806.05,3756.39,15789.1,13009.94,17800.21,27205.32
h_0,6.01,8.63,9.01,10.08,11.41,41.57,702.42,1517.1,1764.19,2214.34,3660.18,3846.75,8423.6,9726.17,17912.28,27161.32
e_0,3.08,5.89,8.51,8.92,11.93,31.41,743.93,1478.09,1503.69,1538.66,2719.82,2697.03,7946.07,11277.6,25985.26,19931.56
g_0,4.27,4.87,6.45,11.39,8.91,32.44,638.45,1269.02,1673.27,1186.1,2760.44,3860.91,6621.57,9931.68,14560.02,13882.64
