,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,1.0,1.9,1.8,1.84,1.75,0.54,0.51,0.34,0.35,0.48,0.34,0.27,0.36,0.76,0.28
f_1,1.56,0.43,1.52,1.69,1.75,1.92,0.35,0.61,0.35,0.32,0.69,0.3,0.18,0.35,0.31,0.32
d_1,1.99,2.11,0.42,2.11,1.76,1.49,0.47,0.29,0.81,0.28,0.3,0.36,0.21,0.31,0.29,0.14
c_1,1.51,1.8,2.21,0.41,1.94,1.35,0.53,0.58,0.2,0.68,0.36,0.39,0.26,0.29,0.36,0.27
b_1,1.98,2.58,2.35,0.96,0.38,1.92,0.59,0.6,0.4,0.81,0.41,0.87,0.31,0.43,0.4,0.39
a_1,2.21,2.57,2.6,2.8,1.09,0.32,0.95,0.75,0.55,0.49,0.5,0.65,0.43,0.92,0.83,0.37
h_1,2.85,3.14,2.64,2.89,3.12,2.42,0.31,0.8,0.62,0.58,0.62,0.61,0.87,0.49,0.48,0.39
g_1,3.31,3.66,2.94,3.05,2.81,3.4,0.55,0.3,0.88,0.74,0.6,0.66,0.33,0.67,0.56,0.66
d_0,1.8,3.05,7.7,3.39,2.88,2.71,1.01,1.04,0.39,0.72,0.64,0.69,0.62,0.61,0.62,0.55
c_0,3.82,3.33,1.73,7.39,3.47,2.86,1.05,0.96,1.02,0.34,0.81,0.7,0.46,0.6,0.53,0.52
f_0,3.35,5.96,3.17,3.47,3.2,3.08,0.93,0.61,0.83,0.64,0.32,0.74,0.57,0.62,0.75,0.29
b_0,3.75,3.56,2.48,5.29,7.44,3.71,0.92,1.09,0.76,0.38,0.61,0.34,0.57,0.7,0.5,0.43
h_0,3.92,3.92,3.54,4.06,3.98,3.77,1.71,1.25,0.8,0.83,0.81,0.72,0.79,0.64,0.67,0.52
a_0,3.93,4.95,3.34,3.92,5.07,7.75,1.23,1.14,0.99,0.88,0.86,0.43,0.67,0.33,0.98,0.54
e_0,5.26,5.66,3.61,4.1,4.33,4.12,1.05,1.03,0.91,0.89,0.39,1.02,0.69,0.95,0.31,0.51
g_0,4.33,4.24,4.11,5.37,5.15,4.27,0.98,1.45,1.03,0.82,0.9,0.9,0.5,1.05,0.87,0.97
