,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.12,2.47,4.42,4.77,4.69,4.99,1.53,1.11,1.02,1.24,0.85,1.15,0.66,0.91,0.73,1.82
f_1,3.79,1.12,3.77,4.52,5.37,4.98,0.99,0.99,0.95,1.27,0.95,1.61,0.48,1.06,0.87,0.92
d_1,5.09,4.78,1.11,5.6,4.37,4.07,1.1,1.87,0.88,0.9,0.94,0.87,0.65,0.93,0.36,0.76
c_1,3.95,5.33,5.34,1.13,4.92,4.23,1.54,0.58,1.74,1.47,1.06,0.99,0.75,1.02,0.72,0.92
b_1,5.73,6.06,6.89,2.87,1.13,5.55,1.68,1.11,1.44,1.99,2.15,1.04,0.9,1.29,0.8,1.13
a_1,9.0,9.94,7.92,7.84,3.92,1.14,2.51,1.89,1.69,3.04,2.7,1.4,1.29,3.27,1.57,1.44
h_1,16.54,15.22,13.25,17.63,14.6,11.75,1.73,3.41,2.96,4.14,2.94,2.66,3.47,2.55,2.36,2.18
d_0,10.0,17.31,38.26,17.73,17.74,17.42,5.2,2.23,3.97,5.24,4.06,3.92,2.75,3.41,3.13,3.61
c_0,19.3,17.85,10.48,31.28,19.02,17.89,4.93,5.56,2.15,5.2,3.46,4.3,2.44,4.04,2.62,3.42
g_1,17.95,16.55,21.97,20.72,20.95,17.27,3.58,3.46,3.62,1.76,3.36,3.86,2.0,3.27,3.98,3.02
b_0,20.63,19.49,16.86,32.56,31.42,17.89,6.38,4.68,2.14,5.54,2.14,3.71,3.38,4.35,2.79,4.15
f_0,26.4,41.59,23.98,24.74,28.07,21.59,8.4,5.39,4.71,4.05,4.88,2.26,3.44,4.95,2.33,4.49
h_0,28.27,29.91,32.74,30.68,34.01,24.52,16.63,6.79,7.09,10.18,5.17,5.83,6.09,5.08,4.92,5.44
a_0,38.19,31.57,30.13,39.4,36.59,36.78,8.15,8.51,5.2,8.99,3.27,5.83,4.47,2.33,4.85,5.11
g_0,35.54,38.31,31.24,35.46,35.26,37.47,7.37,8.51,7.31,14.42,7.76,6.71,3.9,6.09,7.38,5.82
e_0,65.27,49.42,35.47,31.28,36.59,33.66,10.6,7.06,7.31,8.44,7.86,3.53,6.7,7.62,5.9,2.77
