,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.96,1.16,1.01,1.07,1.15,0.99,1.45,0.9,1.05,1.15,1.16,1.08,1.07,1.03
f_1,1.27,1.0,0.89,1.05,0.96,0.82,0.78,1.06,0.94,0.92,0.97,1.01,0.81,0.96,0.98,1.02
d_1,1.03,1.13,1.0,0.86,0.95,0.98,1.06,0.84,0.99,1.26,1.07,0.94,1.04,0.98,0.93,0.82
c_1,0.88,0.95,1.17,1.0,1.35,0.96,0.88,0.98,0.72,0.83,0.81,0.87,1.02,0.88,0.94,1.12
b_1,0.99,1.03,1.04,0.74,1.0,1.41,1.1,1.14,1.0,1.17,0.85,0.97,1.08,0.98,1.05,0.93
a_1,0.93,1.21,1.03,1.04,0.71,1.0,1.18,1.01,1.04,1.12,1.23,1.2,0.98,1.31,1.09,1.09
h_1,0.91,1.28,0.92,1.1,0.9,0.88,1.0,1.26,0.88,0.91,0.97,0.9,0.98,0.84,0.9,1.19
g_1,0.98,0.94,1.17,1.04,0.94,0.98,0.78,1.0,0.91,0.99,1.04,1.15,0.82,0.95,0.85,0.92
d_0,0.68,1.03,1.04,1.41,1.05,0.94,1.06,1.02,1.0,0.87,1.0,1.0,1.05,0.96,1.14,1.12
c_0,1.14,1.09,0.77,1.23,0.78,0.88,1.15,1.0,1.17,1.0,1.48,1.16,1.0,1.04,1.1,1.05
b_0,0.93,1.05,0.92,1.31,1.14,0.78,1.01,0.94,1.04,0.68,1.0,0.92,1.2,1.51,1.03,1.1
f_0,0.89,0.92,1.03,1.15,1.04,0.84,1.14,0.83,0.9,0.88,1.02,1.0,1.03,0.98,1.42,0.9
h_0,0.91,1.2,1.0,0.99,0.91,1.01,0.98,1.2,0.95,0.96,0.85,0.95,1.0,0.92,0.91,1.14
a_0,0.92,1.06,1.02,1.18,0.97,0.79,1.16,1.06,1.0,0.98,0.65,0.86,1.05,1.0,0.96,1.02
e_0,0.89,1.08,1.13,0.97,1.04,0.82,1.21,1.26,0.89,1.01,0.98,0.68,1.08,1.14,1.0,1.07
g_0,0.92,0.99,1.31,0.87,1.01,0.92,0.83,1.06,0.85,0.98,0.93,1.11,0.9,0.97,0.93,1.0
