,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,b_0,c_0,f_0,a_0,h_0,e_0,g_0
e_1,10352.62,245.63,209.77,225.03,396.74,1476.43,166649.21,442601.56,1212411.89,550547.5,794041.84,1068619.45,4300624.83,4306062.97,,17176257.65
f_1,250.39,16622.87,291.67,239.9,411.27,927.56,183219.3,392427.31,742650.91,730521.17,1084629.15,,2269555.26,7821753.09,3807867.35,6908820.57
c_1,133.12,184.13,19626.55,271.25,618.39,910.92,219951.0,454350.63,767712.51,582562.36,,2097808.57,3910239.94,6809016.41,4920460.17,12855539.75
d_1,116.95,193.92,221.77,21687.85,394.31,1173.9,230630.52,513199.72,,1056602.19,1813494.65,1295393.48,,4992911.3,8366543.67,6800583.84
b_1,150.34,214.66,269.25,166.3,36083.75,1732.66,193204.82,366521.62,600252.89,,1080975.48,1184601.69,3532888.11,7689903.15,5557023.2,18820496.88
a_1,152.08,191.94,257.49,239.05,340.62,134293.66,278203.39,429025.3,751769.41,570464.28,763206.75,1540682.51,,7188520.77,,11889203.64
h_1,501.23,989.18,515.98,1230.61,1646.55,3713.59,9867246.09,2262414.0,2134659.01,2172643.53,2541903.3,5345135.73,15901173.56,,38112916.9,66384321.98
g_1,487.49,727.15,924.44,1459.61,849.24,3837.56,776722.0,26206295.53,1946398.27,2742968.55,3219064.85,10137369.38,,27050579.5,24712281.98,
d_0,560.99,930.21,2367.82,,2143.69,5161.89,747518.64,2144151.45,22157483.33,4329334.08,3613546.62,5943790.94,16266005.68,42694983.11,30501882.89,53593605.39
b_0,829.41,888.22,873.79,1390.69,,3823.62,1400905.31,1375021.68,2158659.81,23768317.87,4907285.53,8805616.2,42879884.25,29697504.06,37607097.33,64079310.8
c_0,734.39,1055.52,,931.62,1481.36,4760.97,1181514.9,2205060.47,4218246.09,5864028.17,28300268.0,6059204.35,26568118.92,40036024.9,42861613.67,49770338.48
f_0,533.79,,1012.23,1351.84,2867.17,4325.61,918738.0,2342462.17,3433683.35,3374273.19,3783270.41,62426407.59,17639769.55,28156931.23,53272915.14,80188634.74
a_0,658.76,1012.19,1194.9,,1397.07,,851848.58,,3811891.1,2674022.81,5507457.14,6841773.74,210501249.93,46148639.41,,73760357.75
h_0,903.05,2480.08,1878.19,1831.64,3247.82,7931.69,,4090738.82,4962524.37,4589454.69,6247812.31,7393496.04,36966073.16,,41347866.92,120031489.49
e_0,,1071.53,1144.48,998.63,1770.75,,1207163.09,2090927.84,1860121.75,4819108.25,3054002.16,10907488.69,,53008690.76,346604542.72,57262362.84
g_0,1129.34,1154.43,1557.5,3155.94,1669.28,9318.03,1244008.1,,3643687.31,5791002.47,5821249.88,16860610.39,43427191.96,55140351.38,39467072.12,
