,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.44,1.79,1.58,2.01,2.34,1.62,0.42,0.76,0.42,0.42,0.38,1.17,0.22,0.46,0.35,0.45
e_1,1.06,0.43,2.29,2.31,2.02,2.15,0.76,0.64,0.45,0.44,0.52,0.54,0.34,0.44,0.35,1.22
d_1,2.14,2.24,0.43,1.88,2.01,1.97,0.48,0.38,0.42,1.11,0.43,0.41,0.28,0.35,0.2,0.38
c_1,2.6,1.73,2.53,0.4,2.08,2.13,0.63,0.56,0.95,0.23,0.39,0.38,0.34,0.45,0.31,0.33
b_1,2.48,2.23,2.45,1.25,0.39,2.42,0.8,0.76,0.57,0.46,1.06,0.42,0.34,0.46,0.37,0.49
a_1,3.29,2.47,2.74,3.57,1.49,0.33,0.82,0.92,0.43,0.6,0.57,0.42,0.44,1.34,0.32,0.53
h_1,3.66,3.37,3.13,3.72,2.92,3.26,0.33,1.0,0.69,0.69,0.72,0.58,0.76,0.63,0.45,0.61
g_1,4.05,4.17,3.2,4.26,3.75,3.42,0.75,0.3,0.7,0.63,0.63,0.79,0.38,0.65,0.7,0.63
c_0,4.5,3.73,1.86,9.92,3.76,3.94,0.93,1.03,0.39,1.0,0.77,0.7,0.52,0.86,0.5,0.73
d_0,3.95,2.05,6.35,4.28,4.28,3.57,1.13,1.38,0.81,0.41,0.82,0.69,0.57,1.02,0.64,0.74
b_0,4.59,4.48,3.25,5.95,7.15,3.02,1.1,0.95,0.44,0.8,0.35,0.67,0.58,0.72,0.55,0.76
f_0,7.41,4.27,3.94,3.61,4.23,3.77,1.32,0.74,0.74,0.84,0.79,0.36,0.53,0.7,0.41,0.64
h_0,4.62,4.44,4.19,5.55,4.24,3.56,2.15,1.36,0.91,1.07,0.9,0.94,1.24,0.75,0.66,0.77
a_0,4.73,4.51,4.91,5.88,6.13,7.31,1.37,1.4,0.88,1.05,0.5,0.89,0.52,0.32,0.64,0.93
g_0,5.89,4.69,4.85,5.27,5.45,4.8,0.9,2.08,0.97,1.11,0.96,0.96,0.51,0.88,1.19,1.06
e_0,7.53,9.76,4.71,4.95,5.5,4.5,1.22,1.21,0.97,0.88,0.84,0.41,1.0,1.2,0.56,0.31
