,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.38,1.05,1.62,1.8,3.1,15.78,34.0,31.78,27.62,36.55,42.82,65.6,101.75,91.46,107.57
e_1,0.73,1.0,1.03,1.66,1.71,2.81,18.17,29.03,37.23,27.81,38.96,53.38,69.66,89.15,107.18,94.3
d_1,0.92,0.97,1.0,1.18,1.64,2.69,16.32,21.5,25.96,34.26,35.19,44.68,63.28,80.8,86.98,72.01
c_1,0.62,0.6,0.87,1.0,1.69,2.26,10.78,19.23,14.28,18.1,22.12,32.55,46.32,57.96,58.87,63.81
b_1,0.56,0.57,0.62,0.59,1.0,2.55,9.95,15.05,16.31,18.74,20.12,26.61,40.39,40.3,52.01,54.19
a_1,0.33,0.35,0.38,0.43,0.39,1.0,6.53,11.21,9.67,9.72,13.77,14.06,23.88,37.51,28.53,32.12
h_1,0.06,0.06,0.06,0.09,0.1,0.15,1.0,1.87,1.75,1.52,2.25,2.81,4.16,4.96,6.05,6.66
g_1,0.03,0.03,0.05,0.05,0.07,0.09,0.53,1.0,0.99,0.96,1.27,2.03,1.91,3.01,3.21,3.77
d_0,0.03,0.03,0.04,0.07,0.07,0.1,0.57,1.03,1.0,0.77,1.18,1.58,2.57,3.02,3.32,3.43
c_0,0.04,0.04,0.03,0.05,0.05,0.1,0.64,1.03,1.28,1.0,1.74,1.49,2.54,3.26,3.36,3.39
b_0,0.03,0.03,0.03,0.04,0.05,0.08,0.46,0.79,0.88,0.59,1.0,1.28,1.89,3.37,2.56,2.7
f_0,0.02,0.02,0.02,0.03,0.04,0.07,0.35,0.47,0.62,0.65,0.75,0.99,1.58,1.75,2.8,1.81
h_0,0.02,0.01,0.02,0.02,0.02,0.04,0.25,0.52,0.39,0.4,0.51,0.61,1.0,1.29,1.15,1.6
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.21,0.34,0.35,0.3,0.31,0.56,0.75,1.0,1.13,1.01
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.17,0.31,0.29,0.29,0.4,0.37,0.91,0.89,1.0,0.99
g_0,0.01,0.01,0.01,0.02,0.02,0.03,0.16,0.26,0.29,0.3,0.37,0.55,0.64,1.04,0.98,1.0
