,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.48,0.13,0.16,0.17,0.14,0.11,0.2,0.37,0.2,0.21,0.2,0.2,0.17,0.12,,0.21
f_1,0.3,1.49,0.17,0.13,0.14,0.09,0.17,0.2,0.18,0.22,0.2,,0.19,0.16,0.17,0.23
c_1,0.15,0.16,1.55,0.17,0.23,0.19,0.22,0.21,0.22,,0.16,0.18,0.18,0.17,0.18,0.22
d_1,0.14,0.24,0.14,1.56,0.16,0.14,0.23,,0.19,0.31,0.18,0.17,0.23,0.19,0.14,0.13
b_1,0.2,0.17,0.18,0.18,1.59,0.23,0.16,0.19,0.15,0.21,,0.19,0.29,0.14,0.13,0.2
a_1,0.25,0.22,0.18,0.19,0.13,1.72,0.21,0.22,0.26,0.21,0.14,0.19,0.2,,,0.21
h_1,0.39,0.58,0.37,0.37,0.39,0.28,1.65,0.46,0.56,0.49,0.39,0.41,,0.52,0.29,0.42
d_0,0.32,0.5,0.72,,0.48,0.34,0.59,1.37,0.43,0.58,0.5,0.55,0.72,0.45,0.47,0.52
g_1,0.32,0.39,0.3,0.55,0.47,0.27,0.28,0.63,1.72,0.63,0.58,0.46,0.53,,0.31,
c_0,0.47,0.44,,0.45,0.34,0.41,0.5,0.46,0.38,1.47,0.98,0.49,0.67,0.43,0.42,0.56
b_0,0.53,0.45,0.44,0.45,,0.48,0.82,0.44,0.45,0.45,1.44,0.49,0.58,0.82,0.35,0.76
f_0,0.45,,0.47,0.46,0.51,0.4,0.47,0.68,0.43,0.46,0.66,1.48,0.58,0.45,0.97,0.4
h_0,0.7,0.89,0.63,0.53,0.5,0.54,,0.62,0.63,0.56,0.78,0.82,,0.44,0.61,0.69
a_0,0.53,0.53,0.51,0.47,0.43,,0.5,0.66,,0.62,0.42,0.74,0.73,1.6,0.53,0.43
e_0,,0.47,0.48,0.51,0.52,,0.72,0.62,0.59,0.47,0.61,0.45,0.83,0.52,1.66,
g_0,0.65,0.42,0.47,0.75,0.63,0.46,0.76,0.68,,0.74,0.43,1.24,1.01,0.74,,
