,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.41,0.47,0.69,0.74,0.65,0.71,0.37,0.37,0.32,0.38,0.34,0.42,0.27,0.32,0.29,0.43
f_1,0.72,0.41,0.62,0.64,0.63,0.6,0.28,0.3,0.29,0.4,0.28,0.35,0.21,0.27,0.26,0.25
d_1,0.73,0.69,0.41,0.69,0.68,0.57,0.34,0.4,0.32,0.25,0.31,0.28,0.25,0.29,0.19,0.27
c_1,0.56,0.7,0.8,0.38,0.68,0.66,0.37,0.2,0.32,0.34,0.28,0.29,0.25,0.3,0.27,0.3
b_1,0.7,0.73,0.72,0.45,0.35,0.77,0.42,0.32,0.37,0.4,0.38,0.29,0.26,0.31,0.24,0.28
a_1,0.64,0.76,0.74,0.64,0.45,0.29,0.44,0.31,0.35,0.42,0.41,0.31,0.28,0.41,0.26,0.28
h_1,0.61,0.66,0.61,0.65,0.6,0.55,0.24,0.28,0.27,0.39,0.28,0.26,0.29,0.28,0.26,0.24
d_0,0.44,0.57,0.72,0.8,0.65,0.66,0.39,0.24,0.28,0.38,0.32,0.33,0.28,0.27,0.27,0.32
c_0,0.65,0.66,0.43,0.99,0.64,0.55,0.36,0.33,0.23,0.3,0.33,0.29,0.26,0.3,0.26,0.28
g_1,0.59,0.6,0.64,0.7,0.68,0.63,0.28,0.28,0.28,0.22,0.28,0.29,0.19,0.26,0.28,0.28
b_0,0.59,0.66,0.53,0.79,0.95,0.53,0.33,0.29,0.18,0.33,0.22,0.27,0.25,0.29,0.23,0.25
f_0,0.55,0.72,0.59,0.66,0.65,0.7,0.35,0.29,0.27,0.26,0.27,0.21,0.27,0.28,0.18,0.32
h_0,0.62,0.7,0.62,0.66,0.61,0.53,0.38,0.29,0.25,0.34,0.27,0.26,0.27,0.3,0.25,0.26
a_0,0.57,0.62,0.6,0.65,0.76,0.75,0.36,0.28,0.25,0.32,0.19,0.27,0.25,0.19,0.29,0.28
g_0,0.6,0.63,0.66,0.63,0.68,0.59,0.27,0.28,0.26,0.33,0.29,0.28,0.21,0.25,0.28,0.27
e_0,0.64,0.82,0.54,0.64,0.59,0.67,0.33,0.31,0.28,0.31,0.26,0.16,0.26,0.26,0.2,0.19
