,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,12688.46,5999.63,3781.63,4250.31,4916.38,31811.14,4484319.62,8438754.28,11418750.41,12844522.94,23372674.04,23331726.71,86967064.72,124055266.33,97783782.9,250042213.35
e_1,3251.9,14374.49,2960.52,4961.24,6442.08,28127.2,5352797.25,7710312.26,12733497.15,26866979.84,26743833.21,49003881.31,100562829.21,135726931.32,83737307.35,273278738.23
d_1,3696.0,3282.93,16362.26,3539.31,5671.64,33123.83,5607277.03,9500173.6,24112921.3,5851550.46,30182715.92,66165886.01,105603947.57,148313764.01,159087862.73,296803792.54
c_1,2645.21,3613.52,3772.58,18171.55,12066.46,26475.41,4024066.94,6545995.68,4390029.57,12367501.6,15127482.05,42880074.55,87418050.92,131614426.64,128626066.61,261861489.52
b_1,3310.76,2779.5,4579.8,4453.25,28170.66,49413.27,4228519.55,7753681.3,12369126.35,13400524.82,11319306.77,49334108.9,75980788.75,154703347.93,179830719.86,290559630.57
a_1,3643.63,3211.36,4256.07,4452.03,5170.58,205963.21,5343392.39,9478244.34,15226762.22,14767133.86,23312105.84,50705429.0,42625277.27,150714873.53,166581090.92,330524522.04
h_1,5339.53,3927.62,6184.49,4643.2,6769.1,29751.25,15598890.31,14860488.5,17823969.15,15995883.38,30332126.39,54189394.32,97186888.63,107656974.07,183415777.17,477892394.11
g_1,4015.57,3374.06,7769.31,5222.13,5801.73,33572.12,5226884.22,33980762.56,12237534.06,13467962.53,28653026.54,105599943.81,104395806.2,162524621.08,254883696.58,223537960.14
c_0,4558.8,3920.9,5851.97,3412.1,4989.38,38804.81,7731526.71,13450118.06,33232625.44,16124245.41,61151064.68,69547303.7,157882546.41,187271168.33,219195374.11,350552754.12
d_0,3810.95,4365.1,2400.65,9651.9,7763.6,35562.35,7561090.15,10877599.38,10546172.82,32715449.48,28515038.01,57714529.63,107164493.72,162102040.16,171622917.5,345807210.82
b_0,4885.23,4533.37,6008.96,5394.9,3596.85,27083.89,6082944.93,12259639.53,16681528.57,16960174.23,63826538.3,70364467.95,269504067.06,203059721.61,187646603.12,341049093.31
f_0,2882.52,4045.66,5577.1,5789.53,7505.48,39250.28,6332190.73,14126889.33,18712152.98,16178500.23,32153336.52,139362341.81,131322420.06,194021640.67,409222852.41,333076517.11
a_0,4243.19,3494.07,6151.64,5309.11,7983.01,19148.54,7731526.71,12481709.56,16347440.35,16169665.82,31006173.64,62281167.49,290503885.39,205998285.16,230370040.25,343767862.1
h_0,5864.68,4000.16,6015.26,4642.29,5598.27,40921.24,4131675.69,17055552.69,15255898.77,15558185.08,32972983.16,57726276.14,105434570.44,101881105.75,200913055.82,405574515.23
e_0,4508.07,1851.98,6175.01,6267.78,5965.49,40267.68,8183822.91,13546838.01,15269534.02,17361823.99,30570693.68,69908861.04,125216318.1,178959695.12,590654025.29,416813450.48
g_0,3160.78,3340.19,9023.71,4875.58,6772.11,38353.9,6544516.41,8448430.24,16544028.34,12445461.79,31880234.92,96803784.96,123602156.3,144037646.38,214871918.49,233746576.55
