,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,87.63,76.81,77.7,94.19,111.2,346.58,9942.85,18729.72,21488.54,20838.1,27754.6,33984.7,87445.86,90974.46,101847.11,229367.01
e_1,41.04,95.38,66.78,114.45,129.91,375.12,10711.72,14374.14,21661.09,38714.8,31281.2,57221.63,105937.04,120000.9,133979.77,257481.23
d_1,40.01,42.73,138.14,66.96,100.81,360.6,9781.06,15504.83,29967.82,13031.16,30029.35,48939.45,80949.57,86748.8,117876.72,177185.36
c_1,35.96,33.16,67.31,158.18,154.5,330.75,7498.62,14910.93,11535.15,14788.3,21105.25,46361.63,82824.58,78801.2,139200.86,159697.99
b_1,34.72,31.3,54.38,63.81,204.08,471.4,7262.72,13554.91,17021.72,15528.19,18844.58,37690.96,74905.98,61426.89,112071.87,146784.92
a_1,25.4,22.28,39.87,45.05,53.01,536.12,6326.2,10648.41,11943.28,12742.63,19173.52,25271.76,50346.51,48529.5,82328.72,124311.33
h_1,13.09,11.07,16.77,21.87,22.53,79.31,3839.82,6015.38,5077.97,4723.6,7341.45,10682.19,20902.31,25798.61,39572.58,60250.99
g_1,7.37,8.77,21.25,15.36,23.4,75.88,1511.72,6104.79,5093.24,2926.15,6746.68,15163.69,17912.74,20397.82,32822.87,41943.08
c_0,9.85,9.37,13.72,14.94,18.47,64.72,2114.64,3355.49,5698.13,4840.9,10275.04,12322.85,20745.07,23434.26,33879.08,46762.09
d_0,8.98,7.55,11.35,29.15,22.88,57.78,2181.53,3864.48,2826.11,5657.15,6368.08,8116.46,20876.13,19060.67,27603.94,38402.14
b_0,8.74,8.31,14.12,16.92,13.45,55.81,1886.49,3027.04,3052.83,3573.12,7633.79,8591.37,16659.59,28535.01,28959.13,38634.9
f_0,4.68,5.86,11.45,11.95,18.33,63.59,1514.95,2378.52,2882.4,3757.35,5522.56,11940.61,16419.63,18542.04,42961.12,29174.39
h_0,7.27,5.86,10.36,9.85,15.68,47.17,800.67,2483.88,2366.17,2352.57,3658.15,5591.36,9551.73,12595.45,18889.49,29093.5
a_0,6.0,4.92,9.7,11.62,15.8,28.4,1215.87,1896.79,2433.69,2613.41,3203.26,5516.64,12734.93,19128.81,14820.99,25904.99
e_0,5.2,3.54,9.3,8.61,12.27,31.55,990.56,2241.42,2065.07,2477.5,3370.22,5147.74,10271.44,15472.68,27676.13,21340.98
g_0,3.83,4.08,10.35,9.22,12.13,32.03,895.0,1362.96,1995.71,2014.24,2981.0,6771.17,8888.42,9651.53,17070.41,16564.53
