,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.41,1.26,1.63,1.15,1.07,0.98,2.4,4.26,2.41,2.44,2.9,2.97,3.25,2.79,2.39,3.55
f_1,1.78,2.48,1.26,1.12,1.12,1.22,2.04,2.54,2.31,2.59,2.57,1.92,2.88,2.3,2.06,2.96
c_1,1.05,1.2,2.5,1.31,2.0,1.03,2.31,2.38,2.22,1.59,2.22,2.73,3.28,2.83,2.56,3.19
d_1,1.15,1.28,1.01,2.55,1.32,1.21,2.61,2.02,2.34,4.23,2.9,2.74,3.39,3.01,2.89,3.09
b_1,1.25,1.21,1.05,1.21,2.73,2.15,2.14,2.59,2.21,2.65,1.76,2.58,3.44,2.7,3.04,2.93
a_1,1.45,1.29,1.26,1.25,0.99,3.21,2.43,2.36,2.49,2.97,3.09,2.74,4.08,2.25,2.75,3.86
h_1,1.27,1.82,1.22,1.46,1.19,1.2,4.32,2.73,3.4,2.89,2.78,3.16,2.64,3.13,2.66,4.68
d_0,1.16,1.41,2.14,0.98,1.4,1.33,2.91,3.96,2.33,2.32,3.01,2.86,3.47,3.08,3.44,3.68
g_1,1.2,1.32,1.36,1.82,1.2,1.3,2.43,2.75,4.56,3.06,3.23,4.4,3.46,2.64,3.64,3.36
c_0,1.34,1.53,1.25,1.34,1.18,1.31,2.95,3.22,2.77,4.2,5.34,2.89,4.11,3.31,4.02,3.86
b_0,1.39,1.38,1.66,1.49,0.82,1.15,2.9,3.31,2.62,2.41,4.4,3.07,3.8,5.67,4.11,4.1
f_0,1.07,1.2,1.45,1.43,1.52,1.44,2.82,3.22,2.38,3.03,3.51,4.43,3.8,2.92,5.98,4.14
h_0,1.36,1.89,1.3,1.46,1.19,1.15,2.31,2.81,3.2,2.84,3.04,3.19,3.04,3.06,2.97,4.6
a_0,1.35,1.62,1.43,1.49,1.26,1.18,2.67,3.63,2.39,3.63,2.66,3.12,3.81,5.05,3.14,3.34
e_0,0.9,1.79,1.46,1.44,1.31,1.68,3.2,2.55,2.41,2.58,2.66,2.52,3.81,2.94,5.19,4.4
g_0,1.25,1.24,1.2,2.1,1.41,1.21,2.29,2.4,1.95,2.78,3.16,4.0,3.27,3.35,3.46,3.3
