,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.07,9.34,7.89,9.69,8.67,7.69,2.31,2.99,3.97,2.69,2.25,,1.64,2.1,1.85,2.89
e_1,7.18,1.07,8.38,8.44,7.95,7.77,2.99,4.29,2.71,2.67,2.17,3.0,1.94,2.07,2.64,
d_1,10.63,12.24,1.07,8.46,10.21,7.34,3.62,,2.06,3.65,2.2,2.47,1.6,3.38,1.46,2.79
c_1,8.87,11.44,13.32,1.07,10.07,8.53,3.18,1.63,5.12,,2.86,2.74,2.63,2.96,1.74,2.15
b_1,11.8,12.18,10.79,6.68,1.07,16.0,4.25,3.36,3.76,3.59,,3.06,1.94,2.35,2.27,2.0
a_1,17.65,15.57,16.93,17.6,7.13,1.07,,3.92,,3.05,5.16,4.05,3.99,,2.55,
h_1,15.23,16.5,13.02,16.13,12.98,,1.41,3.55,5.45,4.39,4.05,3.14,,3.52,2.86,4.05
d_0,13.32,7.59,,18.44,11.21,11.61,5.82,1.73,7.32,4.44,4.47,5.38,2.86,3.17,4.24,4.06
g_1,14.99,19.18,23.31,13.76,16.14,,4.84,4.7,1.41,4.32,5.63,6.04,3.59,4.48,,4.32
c_0,16.07,16.44,8.25,,14.37,17.27,7.26,4.89,4.97,1.69,4.85,4.02,3.91,3.98,3.78,3.29
b_0,21.35,17.61,14.85,19.63,,12.38,5.96,5.12,5.18,3.25,1.77,3.38,3.58,5.1,2.61,3.25
f_0,,18.54,22.67,12.94,18.97,15.05,6.82,4.21,3.62,4.64,6.07,1.72,4.22,4.38,2.56,4.83
h_0,15.58,15.57,19.18,17.19,20.73,11.54,,6.09,5.28,4.78,4.6,4.54,,4.19,3.27,3.79
a_0,21.85,35.15,18.09,18.31,29.12,,8.71,8.89,7.79,6.68,3.57,6.36,5.14,1.75,6.14,
g_0,20.19,15.57,22.14,21.26,18.56,19.19,6.25,5.21,,5.32,8.29,7.61,3.67,4.1,,
e_0,26.46,,25.27,24.69,27.73,,7.22,5.56,9.26,9.33,7.08,4.24,4.94,,,1.76
