,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,11022.88,5393.96,3610.55,4582.03,7747.51,33584.81,2066697.97,11598665.98,7776779.41,9073467.33,24447621.73,19085791.23,101743033.02,108970575.59,196697402.54,140886970.9
e_1,2993.0,11876.5,3092.55,6788.43,8092.45,34914.81,2526473.31,21458781.04,9433952.99,13553033.45,28779893.36,40586578.18,101592109.83,101330283.36,201618632.21,82573841.92
d_1,3057.88,2938.41,16274.66,3143.21,8029.47,49361.96,2300849.51,5661691.35,9214293.02,24279712.78,32321076.83,42251848.43,130748765.41,94319520.14,204399799.99,152844480.42
c_1,3010.92,2688.92,3668.57,20634.27,15652.51,41836.92,2128643.14,9783791.02,10118489.87,4393173.64,18884194.02,40466254.88,132215216.34,100721648.79,173201935.78,149199610.27
b_1,2612.67,2579.04,3916.94,5423.2,43291.83,81804.02,2203360.92,10312967.77,9376011.65,11389150.46,11376652.76,37498861.28,106750661.14,72201409.8,201777128.79,151367920.52
a_1,2956.81,2957.84,4368.37,4839.97,7680.6,305247.74,2938387.61,11682697.67,9968124.49,12668390.53,32631610.93,38025794.67,115555674.64,62772394.75,192662827.44,141462019.76
h_1,4833.39,3094.72,4699.17,6262.68,10058.72,46078.56,6767307.79,13692545.38,14959198.96,15075342.91,30111704.02,39785525.42,90649703.05,107295013.5,338226956.14,174794548.61
d_0,3521.81,3860.67,2659.15,11471.18,9459.72,37984.82,3138824.77,26172327.27,9193762.73,12408429.29,29674227.03,54552494.3,137436830.7,110305473.58,280065723.28,191043681.48
g_1,3633.08,2956.2,7681.55,5953.65,9044.7,47324.29,2575049.1,9609527.33,34561347.94,14204609.0,33764954.78,71594280.38,129029307.52,97238332.6,146073921.74,168925484.17
c_0,3784.19,4064.89,5623.66,4105.78,6465.64,47828.51,3188474.92,15503419.07,10516433.13,30395015.32,71590286.34,48117458.82,146704555.12,171380891.65,304487421.35,193082183.47
b_0,3752.71,3974.44,5626.1,5613.1,4962.42,29148.48,3678561.99,16361108.69,12763478.88,17589926.73,66867406.29,50472018.64,139293889.45,267227862.47,275048446.11,213262766.64
f_0,2209.13,3186.85,5332.29,6191.96,11941.84,50960.47,3595792.01,15818169.16,12654389.32,17705185.77,39891463.1,97046258.87,150209003.18,128902655.17,239134822.58,381895031.84
h_0,4724.87,3354.11,5125.06,6061.54,11570.31,43850.36,1797790.16,12068419.82,17834592.53,12639525.26,32694028.4,43933779.26,104330964.56,119415101.78,301666878.67,145555743.3
a_0,4071.81,3882.12,4968.78,6236.11,9177.95,34127.26,3292014.51,17899073.14,12214340.07,15487455.46,33792768.24,54806408.52,171482141.5,305879613.4,237013175.28,187412734.32
g_0,3161.07,3210.6,7140.31,6480.7,10138.88,58191.35,2753503.09,12635418.0,8090511.2,13862542.1,36411289.08,76633265.8,134924544.55,114021438.12,155692450.47,182420181.97
e_0,4011.24,2306.12,5271.39,5959.31,10880.6,48627.87,4005769.16,13697094.28,13059752.77,16488316.09,39304861.94,47671021.68,164072086.02,109664808.83,233026559.84,557931364.35
