,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.13,2.64,5.04,4.99,5.25,5.25,1.57,0.93,1.03,1.33,1.05,1.36,0.79,0.91,1.18,3.03
f_1,4.32,1.13,4.62,4.76,4.1,4.38,1.02,1.01,0.95,1.95,0.99,2.47,0.5,1.05,0.91,0.87
d_1,6.95,5.54,1.12,5.62,5.58,5.3,1.6,2.29,0.99,0.96,1.0,0.96,0.78,0.89,0.46,1.08
c_1,4.9,6.84,7.49,1.13,6.85,5.39,1.75,0.67,2.59,1.67,1.25,1.03,0.8,1.33,0.83,0.95
b_1,7.04,7.28,8.75,4.05,1.14,7.22,2.06,1.51,1.9,2.53,2.88,1.19,1.31,1.41,0.99,1.4
a_1,10.77,10.0,10.17,12.25,4.99,1.14,2.63,2.55,2.03,3.55,2.78,2.0,1.36,7.14,1.6,1.59
h_1,15.39,17.55,14.98,17.14,17.26,14.12,1.81,3.8,3.11,5.17,3.6,3.61,5.49,3.34,2.75,3.4
d_0,11.77,23.99,47.51,22.11,21.44,21.33,6.2,2.48,4.9,6.82,5.34,4.92,3.34,4.1,3.64,4.34
c_0,22.46,25.27,10.59,66.33,23.11,26.3,7.45,6.47,2.38,5.88,4.89,4.65,3.55,5.25,3.35,5.41
g_1,26.05,32.13,19.56,26.76,28.89,23.7,4.95,5.91,5.21,1.79,5.34,4.37,2.51,5.1,7.13,5.79
b_0,20.14,24.62,21.18,40.68,57.78,26.67,7.51,5.36,2.61,7.06,2.28,4.18,3.16,4.46,3.35,6.73
f_0,28.32,60.17,22.94,27.99,35.92,34.29,8.52,6.18,4.9,4.65,5.34,2.45,5.01,5.76,2.29,4.58
h_0,29.61,41.66,29.7,41.23,35.44,33.68,15.02,7.36,6.56,11.11,7.16,6.78,9.78,6.49,5.08,6.6
a_0,35.21,43.57,42.1,37.21,54.24,73.85,13.42,9.89,7.29,13.33,4.25,8.1,7.04,2.64,5.32,10.31
g_0,45.98,54.16,36.96,41.79,49.22,39.18,8.86,9.11,8.1,28.57,9.03,7.38,4.77,11.9,8.82,9.43
e_0,69.79,70.2,38.67,38.14,47.46,35.56,13.03,8.99,9.94,11.32,9.03,3.92,5.73,9.92,4.53,2.66
