,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,1.0,1.12,0.92,0.7,0.45,0.49,0.41,0.56,0.39,0.42,0.37,0.34,0.35,0.36
f_1,1.37,1.0,0.83,0.9,0.86,0.71,0.41,0.49,0.36,0.38,0.41,0.3,0.28,0.32,0.23,0.31
d_1,1.0,1.21,1.0,0.94,0.85,0.79,0.52,0.39,0.56,0.48,0.42,0.41,0.37,0.41,0.33,0.29
c_1,0.89,1.12,1.07,1.0,1.35,0.75,0.51,0.56,0.35,0.34,0.4,0.4,0.39,0.32,0.36,0.33
b_1,1.08,1.16,1.16,0.73,1.0,1.29,0.57,0.53,0.59,0.53,0.43,0.46,0.5,0.36,0.4,0.33
a_1,1.44,1.37,1.27,1.33,0.78,1.0,0.8,0.6,0.62,0.6,0.73,0.6,0.62,0.59,0.51,0.42
h_1,2.25,2.4,2.03,1.94,1.69,1.3,1.0,1.14,0.94,0.79,0.79,0.92,0.74,0.67,0.58,0.87
g_1,2.06,2.13,2.55,1.9,2.05,1.56,0.91,1.0,0.95,0.91,0.92,1.26,0.66,0.72,0.73,0.54
c_0,2.37,2.62,1.73,2.72,1.96,1.58,1.08,1.0,1.0,1.17,1.25,0.98,0.93,0.87,0.91,0.75
d_0,1.79,2.64,2.0,3.0,2.06,1.69,1.25,1.05,0.84,1.0,0.93,0.91,0.89,0.69,0.77,0.69
b_0,2.46,2.52,2.36,2.51,2.35,1.34,1.27,1.08,0.81,1.07,1.0,0.99,0.81,1.17,0.74,0.72
f_0,2.22,3.21,2.4,2.69,2.22,1.72,1.12,0.82,1.02,1.03,1.02,1.0,1.04,0.91,1.37,0.67
h_0,2.64,3.55,2.85,2.46,2.18,1.49,1.3,1.51,1.01,1.11,1.25,0.93,1.0,1.05,0.92,0.91
a_0,2.78,3.16,2.45,3.16,2.58,1.96,1.51,1.43,1.21,1.52,0.84,1.15,0.96,1.0,1.17,0.97
e_0,2.87,4.21,3.01,2.79,2.42,2.12,1.73,1.37,1.23,1.27,1.31,0.83,1.18,0.89,1.0,0.97
g_0,2.72,2.97,3.72,3.06,2.75,2.55,1.12,1.73,1.28,1.35,1.45,1.49,1.05,1.07,1.04,1.0
