,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,0.47,0.66,0.79,0.74,0.7,0.38,0.4,0.39,0.29,0.37,0.31,0.29,0.31,0.39,0.28
f_1,0.7,0.41,0.68,0.66,0.63,0.59,0.31,0.38,0.3,0.28,0.35,0.31,0.21,0.28,0.24,0.31
d_1,0.72,0.73,0.39,0.66,0.7,0.64,0.33,0.26,0.36,0.35,0.29,0.29,0.24,0.27,0.28,0.17
c_1,0.57,0.7,0.74,0.37,0.77,0.59,0.37,0.4,0.2,0.34,0.27,0.28,0.25,0.3,0.31,0.24
b_1,0.67,0.7,0.7,0.44,0.36,0.74,0.41,0.4,0.29,0.38,0.35,0.4,0.28,0.35,0.31,0.29
a_1,0.68,0.8,0.68,0.73,0.4,0.29,0.41,0.35,0.32,0.32,0.31,0.38,0.26,0.33,0.3,0.29
h_1,0.6,0.67,0.67,0.63,0.55,0.54,0.24,0.37,0.27,0.28,0.29,0.3,0.28,0.28,0.25,0.26
g_1,0.62,0.69,0.67,0.64,0.56,0.7,0.26,0.22,0.29,0.27,0.31,0.27,0.21,0.29,0.3,0.25
d_0,0.42,0.66,0.76,0.79,0.65,0.61,0.37,0.37,0.24,0.28,0.29,0.3,0.26,0.28,0.3,0.28
c_0,0.68,0.78,0.41,0.82,0.59,0.61,0.34,0.33,0.35,0.23,0.29,0.38,0.28,0.32,0.28,0.24
f_0,0.55,0.85,0.61,0.71,0.59,0.62,0.32,0.25,0.28,0.26,0.22,0.27,0.25,0.27,0.35,0.2
b_0,0.62,0.68,0.56,0.77,0.78,0.54,0.34,0.34,0.28,0.17,0.27,0.22,0.26,0.35,0.28,0.22
h_0,0.58,0.71,0.64,0.64,0.59,0.62,0.39,0.35,0.28,0.27,0.27,0.25,0.28,0.26,0.28,0.24
a_0,0.57,0.8,0.61,0.61,0.66,0.72,0.34,0.3,0.26,0.23,0.26,0.18,0.27,0.2,0.26,0.23
e_0,0.67,0.8,0.62,0.6,0.61,0.62,0.32,0.29,0.3,0.28,0.17,0.25,0.23,0.26,0.19,0.24
g_0,0.65,0.6,0.71,0.65,0.6,0.55,0.29,0.4,0.27,0.26,0.29,0.29,0.2,0.28,0.25,0.26
