,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,33.85,45.39,25.37,33.77,26.22,6.74,9.53,5.68,7.63,5.97,,3.71,5.47,9.25,5.65
e_1,18.76,0.45,35.49,28.18,36.01,28.16,10.71,11.88,8.23,6.98,6.61,8.89,4.79,5.86,,4.47
d_1,39.19,34.11,0.43,51.87,45.67,44.04,9.16,5.38,,7.11,6.36,6.15,3.73,6.34,9.47,2.97
c_1,31.74,47.36,38.36,0.42,32.55,29.77,11.87,9.19,3.61,,8.9,6.59,4.35,7.39,9.2,5.27
b_1,43.69,35.79,34.14,15.42,0.39,,9.49,12.88,6.84,13.47,,10.32,6.99,9.69,8.44,5.56
a_1,42.68,78.39,42.89,63.63,,0.32,12.96,13.66,8.73,12.03,13.15,8.16,6.88,,,
h_1,16.3,15.16,20.82,19.05,11.16,13.85,0.38,5.19,3.48,3.86,4.18,3.87,,2.68,4.54,2.9
g_1,20.62,33.47,21.8,20.59,27.54,19.31,3.2,0.35,3.94,2.96,4.85,5.39,1.92,4.17,3.48,
d_0,16.8,9.7,,22.86,11.66,22.18,3.23,5.76,0.5,3.33,3.6,2.28,1.82,4.19,2.72,2.39
c_0,17.14,14.92,8.13,,15.7,18.13,4.24,4.29,3.7,0.48,3.85,4.1,2.08,3.92,2.39,2.37
b_0,15.37,18.15,16.81,23.08,,16.66,5.85,3.77,4.75,1.77,0.45,2.39,2.22,3.08,3.56,3.32
f_0,,13.81,15.58,16.81,24.78,18.54,5.42,3.61,3.88,3.82,2.82,0.44,3.43,3.75,3.74,1.41
h_0,13.42,12.65,13.08,12.73,16.08,13.06,,3.33,2.4,1.93,2.18,3.85,,2.98,1.67,1.83
a_0,25.05,21.53,20.88,17.25,24.91,,5.72,7.32,6.09,4.66,2.15,2.97,2.72,0.41,4.11,2.06
e_0,21.9,,28.24,26.67,18.72,,6.91,4.84,3.05,6.23,4.27,2.27,2.92,3.4,0.37,2.62
g_0,16.58,14.3,11.35,17.85,17.54,,3.14,,3.21,2.45,4.0,2.69,1.59,3.19,2.48,
