,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.98,1.87,1.91,1.89,1.79,0.46,0.34,0.56,0.33,0.32,0.41,0.34,0.39,0.75,0.3
f_1,1.35,0.43,1.54,1.98,1.93,1.7,0.33,0.35,0.56,0.31,0.3,0.62,0.18,0.31,0.28,0.32
d_1,2.46,1.97,0.41,1.62,1.58,1.5,0.49,0.91,0.36,0.35,0.37,0.3,0.27,0.31,0.36,0.17
c_1,1.5,1.79,2.42,0.41,1.68,1.69,0.61,0.2,0.51,0.69,0.34,0.34,0.27,0.37,0.34,0.22
b_1,2.18,2.22,1.65,1.16,0.39,1.88,0.73,0.48,0.45,0.48,0.91,0.4,0.25,0.51,0.41,0.33
a_1,2.39,2.33,2.29,2.66,1.3,0.33,0.79,0.57,0.71,0.58,0.62,0.57,0.39,0.89,0.47,0.37
h_1,2.7,3.43,2.56,2.88,2.94,2.44,0.32,0.58,0.77,0.53,0.56,0.44,0.61,0.47,0.41,0.35
d_0,1.73,3.04,5.48,3.42,3.3,2.91,1.02,0.39,0.94,0.72,0.61,0.71,0.48,0.66,0.59,0.59
g_1,3.15,3.22,2.96,3.25,3.72,2.83,0.72,0.69,0.3,0.7,0.67,0.69,0.36,0.58,0.59,1.04
c_0,3.81,3.34,1.71,6.51,3.34,3.68,1.12,0.98,1.09,0.34,0.78,0.75,0.41,0.7,0.65,0.44
b_0,3.11,3.75,2.8,4.06,5.65,2.88,0.91,0.71,1.0,0.4,0.37,0.57,0.43,0.7,0.63,0.4
f_0,3.62,6.37,3.14,3.13,3.68,3.19,1.06,0.73,0.64,0.67,0.64,0.34,0.44,0.76,0.79,0.29
h_0,4.24,3.82,3.22,3.35,3.99,3.32,1.61,0.86,1.06,0.82,0.67,0.89,0.82,0.67,0.61,0.56
a_0,4.0,4.83,4.03,4.51,5.0,6.65,1.06,1.11,1.19,0.76,0.4,0.75,0.58,0.31,0.71,0.7
e_0,6.1,5.85,3.62,3.97,4.13,4.54,1.36,0.98,1.16,0.82,0.88,0.44,0.58,0.73,0.32,0.54
g_0,4.05,5.05,4.32,4.77,3.85,4.08,0.89,0.78,1.79,0.86,0.88,0.79,0.47,0.88,0.72,0.73
