,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,6.0,8.11,10.96,7.76,8.75,3.16,4.4,3.17,2.77,2.58,2.27,2.09,2.24,,1.59
f_1,12.53,1.07,8.35,9.48,7.92,8.46,2.38,3.94,2.76,2.83,2.55,,1.57,2.07,2.95,2.1
d_1,11.12,10.7,1.07,10.05,9.7,8.52,3.52,2.3,,3.22,2.9,2.4,2.12,2.64,2.57,1.44
c_1,9.05,8.94,11.73,1.07,11.53,8.7,3.91,4.84,1.95,,3.05,2.47,2.29,3.26,3.47,2.5
b_1,13.09,12.34,9.56,6.08,1.07,14.66,4.57,3.47,3.25,4.48,,2.95,2.51,,3.48,1.56
a_1,13.21,13.33,14.29,13.45,8.6,1.07,6.46,5.7,3.72,5.59,4.26,4.74,3.96,,,
h_1,16.86,15.94,16.64,12.99,11.9,10.77,1.41,5.46,4.28,3.59,4.1,3.45,,3.14,3.3,4.13
g_1,14.78,15.57,19.7,15.39,16.6,13.88,3.95,1.41,5.59,4.53,6.31,7.91,3.0,3.82,2.47,
d_0,8.69,16.08,,16.05,13.89,11.28,6.09,4.86,1.7,4.37,3.72,3.74,3.36,5.58,3.32,2.68
c_0,14.55,14.26,10.28,,13.69,11.29,6.0,4.98,4.89,1.72,4.72,4.08,2.87,3.39,4.15,2.82
b_0,17.29,18.87,14.56,16.54,,15.29,7.36,5.33,4.85,2.65,1.7,4.2,4.01,5.31,5.59,3.98
f_0,19.25,,16.47,17.75,17.52,13.64,6.9,2.94,4.84,5.74,4.3,1.77,3.13,4.68,4.27,2.27
h_0,15.98,16.54,15.3,18.2,14.82,13.07,,7.03,4.66,5.83,4.66,6.61,,5.24,3.24,4.14
a_0,23.98,22.53,23.4,19.93,,,8.04,9.72,6.24,5.51,4.06,6.77,4.23,1.69,,
e_0,,22.73,24.55,18.27,18.2,,7.91,9.68,6.53,6.44,5.96,3.63,6.02,,1.8,3.43
g_0,24.61,21.21,24.31,16.82,23.02,,5.25,,8.59,7.33,6.67,7.93,3.04,,5.33,
