,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.78,2.88,2.29,3.49,3.04,2.91,10.3,9.73,21.91,12.11,14.41,13.07,21.82,14.49,11.59,19.72
f_1,4.24,5.96,2.38,2.96,3.05,2.39,9.23,9.0,13.74,12.65,12.56,9.27,19.7,11.29,8.18,20.73
d_1,2.72,3.05,6.83,2.23,2.45,2.91,10.9,10.86,9.04,24.24,16.8,15.2,22.18,17.06,16.89,20.09
c_1,2.45,2.53,2.74,7.02,5.1,3.08,10.36,9.82,12.07,7.84,10.26,13.62,19.09,13.29,17.48,17.74
b_1,2.42,2.69,3.06,3.17,7.65,5.51,9.76,10.63,11.8,11.77,9.85,13.59,18.3,11.54,14.21,19.22
a_1,2.81,3.0,2.8,2.82,2.92,11.84,10.8,9.57,13.85,14.68,14.16,14.41,23.37,8.83,16.97,22.95
h_1,2.85,3.76,3.24,2.97,2.78,3.04,18.46,14.49,11.41,13.73,15.16,14.54,15.75,14.13,15.85,28.89
g_1,2.46,2.96,4.5,3.02,2.7,3.09,10.24,22.79,11.16,14.94,15.59,22.43,20.04,15.93,21.16,16.97
d_0,2.82,2.95,2.09,5.06,3.64,3.02,11.46,11.16,19.92,9.71,14.0,13.69,20.54,13.57,16.11,21.17
c_0,3.14,3.57,3.1,2.74,2.36,2.63,12.54,12.08,13.25,20.67,25.45,13.85,23.92,18.94,18.45,24.17
b_0,3.27,3.42,3.16,3.14,2.19,2.77,11.62,11.58,13.88,14.06,22.77,12.78,22.2,28.86,16.74,25.45
f_0,2.35,2.7,3.85,2.89,3.09,3.01,13.52,12.16,13.56,16.36,15.82,23.69,24.32,16.39,32.46,27.22
h_0,3.05,3.69,3.28,3.1,3.03,2.43,8.89,13.14,14.45,14.05,13.38,14.7,15.53,12.82,15.08,28.19
a_0,3.07,3.47,3.33,2.82,2.63,2.2,10.35,11.92,12.39,16.66,14.22,13.18,24.93,30.6,17.33,24.34
e_0,2.61,3.45,3.07,2.92,3.44,3.45,12.69,12.74,12.34,14.7,16.5,13.61,26.67,15.63,31.6,22.27
g_0,2.71,2.79,4.31,3.03,2.61,3.2,11.13,10.41,11.85,14.7,14.9,20.09,21.76,17.46,18.09,20.43
