,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.93,0.07,0.08,0.07,0.07,0.05,0.31,0.78,0.49,0.26,0.39,0.24,0.44,0.35,,0.48
f_1,0.13,6.16,0.09,0.09,0.06,0.05,0.27,0.35,0.39,0.34,0.44,,0.64,0.44,0.27,0.48
c_1,0.09,0.06,6.21,0.08,0.16,0.08,0.26,0.38,,0.26,0.25,0.38,0.7,0.52,0.39,0.61
d_1,0.07,0.06,0.09,6.23,0.1,0.08,0.22,,0.69,0.31,0.49,0.41,0.63,0.27,0.31,0.49
b_1,0.05,0.11,0.07,0.06,7.4,0.13,0.32,0.4,0.57,0.29,,0.44,0.55,0.32,,0.38
a_1,0.07,0.08,0.06,0.08,0.05,9.74,0.41,0.41,0.3,0.29,0.42,0.51,0.39,,,0.54
h_1,0.27,0.32,0.29,0.25,0.31,0.27,14.18,1.37,1.43,1.36,1.5,1.56,,,2.01,3.44
d_0,0.4,0.5,0.68,,0.31,0.38,1.45,11.76,1.51,1.21,1.67,2.12,3.14,1.23,1.81,3.85
c_0,0.38,0.37,,0.29,0.35,0.45,1.43,2.08,11.89,1.39,2.95,1.5,3.37,2.61,2.43,3.51
g_1,0.29,0.18,0.23,0.45,0.23,0.24,1.06,1.63,1.49,17.96,1.46,2.18,2.5,1.17,1.37,
b_0,0.43,0.43,0.43,0.44,,0.3,1.35,1.67,2.07,1.2,14.56,1.32,3.37,3.56,1.5,2.27
f_0,0.35,,0.43,0.45,0.34,0.45,1.67,2.06,1.7,1.71,1.79,14.22,3.29,,3.48,2.85
h_0,0.59,0.88,0.64,0.64,0.59,0.67,,2.09,2.57,2.41,2.74,1.75,,2.59,3.42,5.72
a_0,0.39,0.4,0.43,0.47,0.35,,,1.71,1.45,1.46,1.26,,4.37,21.86,2.13,2.56
e_0,,0.39,0.23,0.37,,,2.78,1.81,2.04,1.57,1.73,2.64,2.28,2.13,21.56,2.21
g_0,0.44,0.56,0.52,0.79,0.58,0.54,2.16,2.57,2.11,,2.74,6.2,3.53,3.3,2.21,
