,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.91,5.42,5.67,5.3,4.11,1.66,1.08,1.75,1.13,1.02,1.34,0.82,0.98,3.15,0.9
f_1,4.21,1.13,5.38,5.3,5.92,4.95,1.03,1.04,1.68,0.9,1.19,2.1,0.56,0.94,0.97,0.98
c_1,3.82,5.17,1.12,7.22,5.5,5.97,1.95,0.6,1.78,2.5,1.05,1.04,0.75,1.08,0.88,0.93
d_1,6.41,6.29,5.6,1.12,5.43,5.6,1.31,3.52,1.01,0.93,1.04,0.98,0.83,1.0,1.01,0.47
b_1,8.2,7.57,3.49,5.63,1.14,7.19,2.19,1.31,2.15,1.64,3.49,1.31,1.03,1.62,1.21,0.82
a_1,11.96,8.9,12.8,9.46,4.38,1.14,3.34,2.27,2.94,1.89,2.12,1.76,1.65,5.77,1.41,1.29
h_1,19.98,21.4,21.58,16.52,22.33,19.51,1.77,4.0,5.48,3.47,3.96,4.23,4.25,3.49,3.41,3.05
d_0,12.62,22.51,20.54,40.5,23.05,26.61,6.87,2.4,6.55,4.97,4.14,4.45,3.26,3.23,4.94,4.34
g_1,24.01,22.51,24.51,19.31,24.85,21.34,4.1,5.81,1.78,4.06,4.55,4.41,2.39,5.16,5.02,5.81
c_0,29.81,25.84,65.98,12.68,28.3,21.34,7.2,7.47,6.19,2.5,5.66,5.73,3.83,4.17,6.13,4.4
b_0,23.4,30.08,33.31,22.9,57.16,23.55,8.24,4.79,6.68,2.69,2.37,4.78,3.94,5.32,5.81,3.28
f_0,26.79,49.84,25.6,24.97,31.07,28.86,8.34,6.13,4.84,5.7,5.44,2.48,3.67,5.58,5.81,2.63
h_0,31.6,33.23,31.77,31.63,30.08,26.27,15.46,7.08,9.28,5.94,6.45,6.37,7.47,5.58,6.49,4.6
a_0,44.54,53.68,40.85,32.88,51.04,68.3,12.16,7.01,12.85,8.0,4.3,8.6,5.93,2.84,7.7,5.31
e_0,78.66,68.41,43.99,40.5,39.15,39.4,14.84,7.56,12.37,7.38,6.1,4.13,6.98,8.05,2.78,5.22
g_0,46.21,56.27,49.72,41.51,52.93,40.18,9.51,12.14,19.65,9.6,9.25,7.27,4.87,9.35,6.76,9.94
