,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,6.08,9.22,8.44,8.62,7.59,3.62,3.6,3.04,2.52,2.49,2.97,2.09,2.09,,1.57
f_1,11.0,1.07,8.43,10.44,9.17,7.92,2.22,3.13,2.36,2.76,2.68,,1.43,2.57,2.98,1.7
d_1,12.06,10.36,1.07,9.39,8.86,8.42,3.59,2.42,,3.3,2.88,2.4,2.29,2.73,1.93,1.28
c_1,11.39,8.49,11.69,1.07,10.33,11.7,2.71,4.19,2.07,,3.29,2.78,2.16,1.84,2.53,2.86
b_1,11.32,11.29,12.54,6.58,1.07,8.92,3.97,4.0,3.11,3.46,,2.95,2.41,3.61,3.46,1.85
a_1,15.47,19.66,13.49,12.42,10.37,1.07,6.98,4.06,4.8,4.43,4.53,4.71,2.59,,,2.53
h_1,13.76,19.34,10.54,19.05,13.59,11.57,1.41,8.37,3.86,3.5,3.74,3.16,,3.18,2.63,3.19
g_1,18.21,19.06,17.13,13.8,13.25,13.86,4.27,1.41,6.61,4.1,4.24,4.98,3.07,,,
d_0,8.88,15.83,,14.4,13.26,11.54,6.51,4.91,1.71,3.78,5.3,3.46,2.64,4.63,5.04,3.61
c_0,14.76,14.52,9.51,,15.3,12.59,6.39,4.69,5.64,1.76,5.61,4.55,3.06,3.7,2.86,2.82
b_0,15.85,17.38,17.33,16.04,,19.24,6.41,5.41,4.58,2.97,1.72,3.3,4.83,5.51,5.59,4.65
f_0,15.82,,20.49,17.87,19.22,10.19,9.0,4.4,5.28,4.39,5.73,1.8,3.67,,4.76,3.86
h_0,17.12,18.38,13.94,15.52,15.34,16.69,,5.75,5.32,5.48,4.02,4.36,,2.76,3.24,3.58
a_0,23.1,19.33,22.3,28.8,19.27,,10.23,,6.74,7.18,3.48,,6.95,1.73,,4.96
e_0,,22.48,30.7,22.13,19.56,,7.6,,6.32,9.35,5.5,3.74,7.73,,1.71,
g_0,26.16,18.32,26.87,17.22,22.46,22.03,5.54,,4.99,6.83,4.58,6.23,3.92,4.34,,
