,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.68,1.3,1.96,2.11,2.01,2.02,1.0,0.79,0.74,0.82,0.79,0.89,0.63,0.64,0.84,1.83
f_1,2.32,0.67,1.93,1.88,1.72,1.75,0.73,0.72,0.7,1.0,0.72,1.53,0.43,0.71,0.63,0.53
d_1,2.7,2.19,0.65,2.05,1.87,1.91,0.99,1.2,0.8,0.65,0.71,0.69,0.65,0.59,0.43,0.67
c_1,1.95,2.37,2.48,0.64,2.77,1.91,1.01,0.51,1.45,0.86,0.79,0.69,0.55,0.94,0.61,0.58
b_1,2.28,2.35,2.77,1.47,0.62,2.51,1.01,0.96,1.11,1.22,1.39,0.64,0.79,0.72,0.65,0.83
a_1,2.7,2.66,2.69,2.94,1.71,0.57,1.03,1.2,1.01,1.39,1.16,0.93,0.74,,0.82,0.81
h_1,2.18,3.08,2.59,2.49,2.64,2.4,0.61,1.0,0.86,1.35,0.89,1.05,1.68,0.78,0.83,0.88
d_0,1.9,3.2,5.76,3.38,2.54,2.35,1.27,0.69,1.16,1.47,1.21,1.13,0.92,0.88,0.89,1.04
c_0,3.11,3.25,1.71,7.17,2.53,2.98,1.55,1.28,0.67,1.21,1.32,1.2,0.94,1.14,0.84,1.17
g_1,3.18,3.45,2.87,3.65,2.72,2.35,1.18,1.09,1.11,0.55,1.14,1.01,0.67,1.16,1.35,1.28
b_0,2.56,3.06,2.85,3.92,5.58,2.82,1.46,1.09,0.64,1.3,0.64,0.87,0.95,1.15,0.81,1.27
f_0,2.96,6.5,2.7,2.9,4.27,3.42,1.3,1.06,0.93,0.94,1.0,0.62,1.07,0.91,0.55,1.11
h_0,3.03,4.37,3.15,4.52,3.15,3.15,2.05,1.17,1.14,1.89,1.1,1.03,1.7,0.99,1.06,1.08
a_0,3.06,3.68,3.96,2.97,5.0,,1.86,1.6,1.03,2.01,0.74,1.21,1.37,0.59,0.95,1.31
g_0,3.19,4.45,3.64,3.41,3.77,3.16,1.41,1.42,1.23,,1.2,1.44,0.96,1.65,1.48,1.28
e_0,5.83,6.24,3.28,3.57,3.43,2.8,1.87,1.26,1.27,1.37,1.13,0.71,0.89,1.42,0.87,0.57
