,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.18,1.74,1.85,2.77,17.92,33.39,28.2,40.73,36.55,60.36,79.73,90.29,98.79,113.93
f_1,1.27,1.0,1.09,1.51,1.47,2.51,15.63,22.84,24.17,27.94,33.26,42.56,64.08,80.94,98.71,133.89
d_1,0.85,0.92,1.0,1.02,1.43,3.2,15.04,19.54,33.76,31.65,29.28,40.75,76.08,69.84,97.38,72.87
c_1,0.58,0.66,0.98,1.0,1.68,2.21,11.71,16.08,17.71,16.49,19.31,38.33,54.37,65.01,69.18,82.33
b_1,0.54,0.68,0.7,0.59,1.0,2.8,13.38,17.54,19.95,18.22,17.91,33.87,57.91,30.33,61.84,72.1
a_1,0.36,0.4,0.31,0.45,0.36,1.0,6.03,8.57,9.41,10.32,10.79,12.53,26.7,,36.95,46.26
h_1,0.06,0.06,0.06,0.09,0.08,0.17,1.0,1.93,1.75,1.58,1.83,2.55,3.26,4.63,4.98,7.66
g_1,0.03,0.04,0.05,0.06,0.06,0.11,0.51,1.0,1.1,1.14,1.11,2.07,2.75,2.62,3.89,3.42
c_0,0.04,0.04,0.03,0.06,0.05,0.11,0.56,0.9,1.0,1.1,1.61,1.84,2.59,3.2,3.94,3.87
d_0,0.02,0.04,0.03,0.06,0.06,0.1,0.64,0.86,0.96,1.0,1.27,2.02,3.1,2.47,3.09,3.72
b_0,0.03,0.03,0.04,0.05,0.05,0.09,0.56,0.91,0.65,0.79,1.0,1.45,2.34,3.4,2.85,3.22
f_0,0.02,0.02,0.02,0.03,0.03,0.08,0.4,0.49,0.55,0.53,0.66,1.0,1.73,1.31,2.62,1.52
h_0,0.01,0.02,0.01,0.02,0.02,0.03,0.28,0.37,0.37,0.34,0.44,0.56,1.0,0.79,1.41,1.78
a_0,0.01,0.01,0.01,0.02,0.03,,0.22,0.4,0.32,0.39,0.29,0.82,1.32,1.0,1.25,1.24
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.25,0.27,0.32,0.35,0.38,0.75,0.75,1.0,1.34
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.27,0.28,0.26,0.32,0.67,0.55,0.74,0.75,1.0
