,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,1.53,0.98,0.93,1.21,0.99,0.83,1.2,1.08,1.75,1.08,1.12,1.15,1.28,1.18,0.99,0.92
f_1,1.45,1.54,0.93,1.04,0.87,0.71,1.12,1.05,1.24,1.06,1.11,0.93,1.04,1.1,0.97,0.77
d_1,1.03,1.16,1.58,0.87,0.96,0.82,1.2,1.11,1.04,1.75,1.37,1.28,1.32,1.09,1.1,1.0
c_1,0.94,1.01,1.08,1.58,1.42,0.92,1.1,1.13,1.07,0.92,0.84,1.02,1.33,1.16,0.95,0.91
b_1,1.02,1.11,1.04,0.95,1.62,1.31,1.22,1.04,1.18,1.3,0.98,1.07,1.36,1.2,0.81,1.1
a_1,1.12,1.26,1.09,1.1,0.95,1.77,1.41,1.3,1.36,1.12,1.21,1.14,1.48,1.42,0.97,1.09
h_1,1.25,1.49,1.25,1.29,1.15,0.95,1.87,1.52,1.35,1.32,1.39,1.46,1.35,1.8,1.28,1.31
g_1,1.3,1.27,1.64,1.22,1.18,1.07,1.37,1.94,1.18,1.49,1.5,1.87,1.55,1.43,1.37,1.47
d_0,1.16,1.36,1.2,1.84,1.29,1.02,1.5,1.4,1.81,1.17,1.45,1.37,1.71,1.56,1.24,1.42
c_0,1.38,1.45,1.24,1.28,1.08,1.06,1.67,1.38,1.69,1.85,2.45,1.47,1.68,1.7,1.58,1.37
b_0,1.45,1.43,1.34,1.5,1.27,1.0,1.61,1.45,1.47,1.27,1.86,1.43,1.74,1.67,2.12,1.36
f_0,1.19,1.3,1.4,1.46,1.31,1.33,1.49,1.36,1.6,1.63,1.61,1.95,1.76,1.7,1.48,2.13
h_0,1.46,1.84,1.37,1.31,1.19,1.06,1.44,1.71,1.51,1.52,1.42,1.45,1.55,1.8,1.25,1.28
g_0,1.39,1.45,1.87,1.44,1.23,1.0,1.52,1.35,1.47,1.54,1.48,1.95,1.73,1.58,1.36,1.35
a_0,1.55,1.53,1.31,1.57,1.38,1.15,1.57,1.35,1.69,1.55,1.43,1.43,1.9,1.61,1.96,1.32
e_0,1.21,1.53,1.49,1.65,1.35,1.17,1.73,1.42,1.6,1.59,1.64,1.45,1.78,1.67,1.5,1.95
