,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9914.41,2816.75,3227.89,5327.99,6755.45,25180.61,3902712.03,17345596.43,6880476.63,10645626.51,17087191.45,19696355.6,100770468.78,100787893.75,211280821.91,61435554.93
f_1,3842.43,12959.37,3280.32,4032.3,6327.46,17530.65,3655688.12,9516963.69,7849741.19,11612840.73,17148750.32,7075835.89,103218149.93,111940778.52,172080610.31,88891852.73
d_1,2342.93,3143.06,15558.82,3470.78,6446.12,21295.56,3984408.32,3284055.47,11290759.89,22286520.74,16700977.66,19781375.35,87425720.66,155146675.78,184187093.41,127671225.23
c_1,1717.22,2850.64,2662.62,23617.76,15376.69,21524.26,4042625.78,10900351.11,7278898.97,5066556.86,14480745.32,16164489.73,90769400.9,127506021.02,165549775.81,138651616.58
b_1,1815.85,2552.7,3117.08,4902.22,44687.07,53864.68,3708175.85,10364135.84,7335595.17,10517233.46,7031176.57,20046174.3,69785982.89,106771144.57,137863554.06,178266270.3
a_1,2228.97,3484.18,2667.94,5195.69,7402.43,200352.28,3744520.61,9777674.35,7391141.09,9937941.22,12966554.86,17430530.41,84623463.31,41482903.11,203778169.81,136715028.04
h_1,2520.34,4409.81,4128.92,4695.96,7090.63,33332.79,14268539.93,11621986.53,13662638.23,14252539.85,21061192.62,23294282.52,66408578.58,127583437.52,345879339.71,186759731.09
d_0,2626.58,3446.76,1778.4,11713.68,10098.86,26104.16,4911452.27,23995171.29,9196770.55,9004178.51,18232495.75,22776515.9,125857388.64,169819597.41,230557103.4,180467013.06
g_1,2328.9,2966.9,6471.54,5171.81,8530.95,18838.67,4475421.43,10317845.03,38059345.96,13842833.81,20920667.57,32542320.54,120079016.11,170781530.77,109179405.03,177072266.95
c_0,2580.23,3840.44,4268.92,3277.24,6478.3,32695.42,6052563.98,9073341.0,11195827.39,32638330.58,39578886.44,27625490.18,137177049.58,198249110.15,265217260.68,213378741.57
b_0,2699.7,3296.7,4533.91,5614.0,4020.0,25778.3,5361293.07,13421630.56,9539633.7,13666249.76,48159702.66,27131013.2,132431157.74,359177690.57,282501179.42,197668670.97
f_0,2165.5,2156.65,4132.84,6669.78,10055.87,33727.58,5046423.48,12939060.78,11574430.25,12570380.34,21717645.38,56180981.33,119016950.78,180693421.43,284180480.8,361047160.13
h_0,2603.63,4509.98,4346.62,6050.07,9027.52,20838.71,2422756.0,11750930.7,15118591.27,13336682.0,23141753.27,22844404.17,59115514.29,152076576.88,273341881.0,171984739.09
a_0,2710.09,4243.37,4084.2,6344.66,9272.98,7584.17,5242129.65,11662631.29,12167579.73,13348049.29,24364671.41,27371864.78,146062081.41,482078536.05,205400589.61,168219251.78
g_0,2553.6,2574.55,6850.88,5818.93,8666.51,29398.4,4099335.6,10500888.04,6711224.26,11248006.06,18858459.57,37969296.16,100560770.28,152792231.36,169238664.04,225486778.97
e_0,1190.04,3410.98,4446.4,8477.48,10286.95,37276.38,4619965.16,10560047.97,10498497.3,13162327.4,21717645.38,27477635.44,120088680.42,149994627.12,216608154.38,537056353.46
