,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,92.0,89.54,70.27,74.34,117.17,289.83,7888.58,18636.21,19332.07,24974.66,30283.37,33580.41,81160.25,83390.15,121115.21,200724.3
e_1,41.74,109.14,83.1,76.37,109.43,356.88,8494.81,33077.91,20500.41,26270.44,29995.7,60466.76,87538.62,77313.09,137452.89,167074.4
c_1,40.69,47.71,135.03,77.18,174.93,272.96,6516.46,13583.69,15237.17,11875.1,24037.59,40975.36,82939.02,70389.34,93687.11,148394.86
d_1,43.45,46.89,55.11,152.15,92.43,296.16,6592.48,13318.2,17869.51,29952.45,30069.9,38367.39,89352.93,75546.74,91324.54,144695.04
b_1,37.21,39.28,46.78,72.11,204.13,416.06,6864.08,12808.1,13630.52,15956.59,13928.6,39962.87,71761.46,49521.1,80975.46,148070.92
a_1,26.29,26.68,43.21,47.9,55.51,480.03,5065.14,11514.53,11719.36,13610.51,17230.08,35889.08,52712.37,34591.63,86250.14,85195.4
h_1,14.71,13.62,19.35,22.86,27.84,70.21,3187.27,5113.77,6137.63,5790.55,8640.54,11613.47,18907.04,19123.09,38592.42,53579.35
d_0,8.8,8.45,25.29,12.85,22.25,65.94,1511.22,5193.68,4760.53,3987.01,6649.15,10163.13,21659.46,17600.33,27933.55,32722.96
g_1,7.69,9.9,15.03,21.0,24.92,51.65,1345.52,2819.35,6594.27,3805.38,5607.47,14080.16,17016.71,16792.78,25947.9,27045.14
c_0,8.48,9.95,12.69,14.81,19.69,55.02,1660.53,4123.12,4134.98,6298.63,10628.52,10079.66,21581.54,18887.65,27189.76,32813.52
b_0,8.89,9.85,14.44,13.53,16.42,44.51,1473.15,3681.94,3482.54,3050.02,7618.58,9046.63,17990.49,28675.21,26313.68,30879.85
f_0,5.68,6.81,12.29,13.21,18.52,36.78,1295.19,3121.29,2815.51,3020.34,4455.06,11665.86,17652.98,16334.8,41606.66,20279.83
h_0,8.0,7.07,8.07,10.83,14.15,39.34,924.71,2223.39,3203.25,2374.78,4070.75,6171.07,8725.45,10202.16,18196.93,27703.51
a_0,5.91,7.64,10.21,10.09,16.0,30.33,1064.23,2410.96,2452.49,2887.22,2640.37,6040.4,13081.87,16756.64,17426.81,24091.15
e_0,4.44,4.25,9.61,11.78,14.4,31.66,812.89,1774.15,2590.83,2688.71,3452.19,3805.08,11225.79,8979.81,23261.11,17232.44
g_0,3.99,5.59,8.23,12.25,12.16,32.08,745.87,1896.87,1755.6,2310.26,2906.38,8083.79,8247.28,7658.75,16631.71,14964.29
