,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.13,1.74,1.81,3.82,25.52,29.36,38.67,28.35,42.39,49.75,70.25,93.54,95.29,137.09
f_1,1.18,1.0,1.11,1.36,1.54,3.95,20.04,27.88,26.57,24.86,38.32,39.27,55.94,64.25,80.11,129.96
d_1,0.89,0.89,1.0,1.03,1.36,3.67,18.18,19.57,24.64,32.73,37.89,37.34,53.2,64.47,80.96,81.96
c_1,0.58,0.74,0.98,1.0,1.82,3.15,17.08,18.62,14.59,16.28,21.33,31.94,49.31,49.22,62.9,83.99
b_1,0.56,0.67,0.74,0.57,1.0,4.23,13.66,14.61,15.14,19.75,24.61,24.88,38.54,41.38,48.58,67.46
a_1,0.25,0.25,0.27,0.32,0.25,1.0,6.1,6.78,7.26,7.43,10.86,11.54,17.04,19.79,23.46,26.79
h_1,0.04,0.05,0.05,0.06,0.07,0.17,1.0,1.29,1.03,1.17,1.6,2.13,2.67,2.82,3.66,5.76
g_1,0.03,0.04,0.05,0.05,0.07,0.15,0.77,1.0,0.99,1.1,1.62,2.12,2.07,2.9,3.71,4.68
d_0,0.03,0.04,0.04,0.07,0.07,0.13,0.96,1.02,1.0,0.74,1.27,1.62,2.44,2.85,3.27,4.84
c_0,0.03,0.04,0.03,0.06,0.05,0.13,0.85,0.96,1.35,1.0,1.96,1.79,2.37,3.22,3.23,4.55
b_0,0.02,0.03,0.03,0.05,0.04,0.09,0.64,0.64,0.79,0.49,1.0,1.1,1.79,2.77,2.19,3.63
f_0,0.02,0.03,0.03,0.03,0.04,0.09,0.47,0.48,0.62,0.56,0.88,1.0,1.54,1.84,2.85,2.08
h_0,0.01,0.02,0.02,0.02,0.03,0.06,0.38,0.46,0.41,0.41,0.56,0.63,1.0,1.13,1.3,2.21
a_0,0.01,0.02,0.01,0.02,0.02,0.05,0.36,0.35,0.33,0.31,0.37,0.55,0.86,1.0,1.22,1.55
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.28,0.27,0.3,0.3,0.45,0.35,0.76,0.81,1.0,1.33
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.17,0.21,0.2,0.23,0.28,0.46,0.45,0.63,0.79,1.01
