,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.43,0.7,1.29,1.2,1.29,1.13,0.35,0.39,0.24,0.25,0.34,0.23,0.18,0.24,0.34,0.19
f_1,1.1,0.43,1.07,1.15,1.17,1.17,0.24,0.39,0.23,0.22,0.34,0.22,0.12,0.22,0.21,0.19
d_1,1.34,1.45,0.41,1.45,1.16,0.95,0.33,0.2,0.43,0.21,0.22,0.25,0.15,0.23,0.21,0.1
c_1,1.04,1.28,1.56,0.41,1.21,0.95,0.36,0.39,0.15,0.35,0.25,0.26,0.19,0.21,0.24,0.19
b_1,1.3,1.73,1.62,0.7,0.38,1.38,0.46,0.41,0.26,0.48,0.29,0.46,0.22,0.27,0.28,0.23
a_1,1.5,1.74,1.75,1.67,0.81,0.32,0.52,0.5,0.4,0.38,0.35,0.45,0.28,0.45,0.48,0.28
h_1,2.25,2.26,2.09,2.17,2.27,1.82,0.29,0.62,0.47,0.45,0.45,0.46,0.45,0.4,0.38,0.31
g_1,2.49,2.55,2.32,2.36,2.23,2.28,0.43,0.28,0.56,0.56,0.47,0.49,0.25,0.43,0.39,0.44
d_0,1.42,2.4,4.83,2.63,2.16,2.16,0.79,0.84,0.35,0.56,0.47,0.54,0.47,0.49,0.48,0.41
c_0,2.67,2.64,1.47,4.71,2.67,2.22,0.78,0.73,0.86,0.31,0.59,0.53,0.33,0.47,0.45,0.36
f_0,2.52,4.02,2.36,2.75,2.58,2.25,0.74,0.47,0.62,0.48,0.29,0.55,0.4,0.53,0.6,0.23
b_0,2.69,2.8,2.05,3.79,4.01,2.76,0.69,0.79,0.59,0.33,0.48,0.31,0.39,0.47,0.41,0.32
h_0,2.71,2.91,2.96,3.06,3.12,2.81,1.05,0.87,0.62,0.64,0.62,0.6,0.53,0.51,0.48,0.44
a_0,2.93,3.56,2.67,3.33,3.9,4.53,0.96,0.78,0.68,0.61,0.72,0.33,0.46,0.3,0.63,0.41
e_0,3.69,4.58,2.75,3.1,3.1,2.85,0.87,0.75,0.69,0.63,0.32,0.67,0.56,0.65,0.29,0.37
g_0,3.43,3.3,3.0,3.58,3.55,3.32,0.72,0.96,0.82,0.65,0.68,0.63,0.39,0.67,0.69,0.58
