,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.27,0.52,0.4,0.61,0.44,0.32,0.84,0.9,0.89,1.76,1.12,1.04,1.18,0.88,0.41,1.17
f_1,0.9,2.3,0.45,0.5,0.33,0.25,0.93,0.58,0.78,0.91,1.03,0.31,1.0,0.84,0.71,0.99
d_1,0.41,0.54,2.38,0.33,0.51,0.43,0.84,0.94,2.0,0.44,1.09,0.91,1.52,0.95,0.9,0.94
c_1,0.47,0.5,0.47,2.49,0.86,0.28,0.73,0.7,0.31,0.96,0.65,1.1,1.02,0.84,0.93,1.18
b_1,0.41,0.47,0.54,0.44,2.57,0.8,0.94,0.7,0.85,0.82,0.34,1.11,1.32,0.45,0.82,1.11
a_1,0.53,0.58,0.48,0.42,0.39,3.02,1.06,0.83,1.17,1.04,1.03,0.87,1.33,0.45,0.85,1.28
h_1,0.6,0.88,0.56,0.53,0.44,0.44,3.01,1.38,1.32,1.1,1.21,0.94,0.58,1.09,0.78,1.66
g_1,0.45,0.51,0.96,0.63,0.47,0.44,0.94,3.2,1.2,0.98,1.13,1.81,1.52,0.85,0.89,0.67
c_0,0.66,0.63,0.72,0.32,0.37,0.58,1.2,0.86,2.63,1.28,2.54,1.21,1.58,1.14,1.05,1.38
d_0,0.75,0.63,0.23,1.12,0.52,0.33,1.13,0.94,0.98,2.55,1.55,1.34,1.37,0.88,0.95,1.45
b_0,0.59,0.67,0.73,0.57,0.24,0.42,1.24,1.11,1.36,1.11,2.72,1.38,1.57,2.34,1.06,1.42
f_0,0.51,0.38,0.73,0.66,0.55,0.57,1.16,1.21,1.14,1.25,1.46,2.6,1.63,1.02,1.7,1.15
h_0,0.66,0.84,0.8,0.54,0.41,0.42,0.59,1.21,1.26,1.18,1.29,0.97,0.89,0.74,0.99,1.87
a_0,0.64,0.64,0.68,0.5,0.6,0.15,1.21,1.26,1.24,1.3,1.39,1.29,1.84,2.93,0.88,1.38
e_0,0.33,0.63,0.57,0.74,0.55,0.42,1.38,1.04,1.3,1.6,1.22,1.23,1.47,1.0,3.01,1.37
g_0,0.55,0.5,0.93,0.72,0.54,0.45,0.89,0.62,1.31,1.1,1.57,2.11,1.27,1.27,0.82,0.72
